County,Lean,Elasticity,Democratic Avg,Republican Avg,Democratic Variance,Republican Variance,Covariance,Correlation,Flippability,Lean 2018,Lean 2014,Trump Effect,Trend,Presidential Turnout %,Midterm Turnout %,Total Voters,Ballots Cast,Yes on 73,No on 73,Abstain on 73,Yes % on 73,No % on 73,Abstain % on 73,Johnston Primary Votes,Johnston Primary %,Primary Ballots Cast,Polis Primary Votes,Polis Primary %,Kennedy Primary Votes,Kennedy Primary %,Primary Turnout %,Area,Voter Density,Primary Voter Density,Flippable
Prowers,-0.41891373015829453,0.07602517796199233,0.2747634743967437,0.6936772045550382,0.001354650090983081,0.001700700223607965,-0.0012510881523931927,-0.8242528581358168,-0.7411671494397323,-0.4588085791087207,-0.4392652229862628,-0.01954335612245789,-0.019054767713569305,0.6910519865167704,0.5835118937278165,7449.0,5147.646247563423,1261,2761,232,0.29642689233662434,0.6490362012223789,0.05453690644099671,176,0.2928452579034942,601,214,0.3560732113144759,153,0.2545757071547421,1.4398539948313553,1638.4051046792952,3.141864141451777,0.3668201461796843,0
Dolores,-0.4454079092101652,0.0802430903911279,0.25306642192255907,0.6984743311327242,0.0012974100313903336,0.0024168970027377834,-0.0012384972307815378,-0.6994027611964874,-0.7443502783747525,-0.5092715765250904,-0.4216143052642608,-0.08765727126082956,-0.024540393213452718,0.7441440862096775,0.660433569979716,1740.0,1294.810710004839,322,816,92,0.26178861788617885,0.6634146341463415,0.07479674796747968,45,0.28662420382165604,157,42,0.267515923566879,50,0.3184713375796178,2.2210771387124573,1067.175655584867,1.2133060787403516,0.14711729899231626,0
Sedgwick,-0.47177252135906783,0.08848333328748241,0.24661569711858725,0.718388218477655,0.001695534207429912,0.002535364432244447,-0.0016426148096014836,-0.7922500208057828,-0.7268711668411316,-0.5135700098580303,-0.43920647528805934,-0.07436353456997091,-0.020851892791791716,0.7933116431682563,0.7067750414678123,1843.0,1462.0733583590963,513,669,65,0.4113873295910184,0.5364875701684042,0.052125100240577385,39,0.2867647058823529,136,47,0.34558823529411764,35,0.25735294117647056,3.2953204793769393,548.0435135014617,2.6678052423572693,0.24815547789461662,0
Logan,-0.503496544721001,0.07276659035850803,0.23238520387961675,0.735881748600618,0.0011156568275746265,0.0017463445983504355,-0.0011105880897908371,-0.795651205825235,-0.8400644689666762,-0.549508513788077,-0.48068894137209756,-0.06881957241597941,-0.02260613962290967,0.7492118376719584,0.6519078012207526,13109.0,9821.417980041702,3539,4684,555,0.40316700843016634,0.53360674413306,0.06322624743677376,289,0.2819512195121951,1025,425,0.4146341463414634,232,0.22634146341463415,-29.84768027768331,1838.607542089813,5.341769657312731,0.5574871072458216,0
Elbert,-0.5289683838182108,0.04339463676662921,0.21756408232552635,0.7465324661437371,0.0004988317794609801,0.000858492777470854,-0.00022522308158581805,-0.3441656452077097,-1.0859936577706588,-0.5360457513963535,-0.5301356861075406,-0.005910065288812882,-0.013061737915397883,0.7897722344926581,0.6928299061936347,20828.0,16449.376100013083,3640,10647,547,0.24538223001213427,0.7177430227854927,0.03687474720237293,369,0.25239398084815323,1462,588,0.4021887824897401,342,0.23392612859097128,-3.0681294270977584,1850.8512441005985,8.887465241976528,0.7899068089129136,0
Jackson,-0.5356051395345062,0.06191783043788085,0.21442701293100333,0.7500321524655095,0.000978942396841001,0.001149493069919627,-0.000784230098862998,-0.7392847694234376,-0.9370290052085007,-0.5574140205534093,-0.5530399051227964,-0.004374115430612835,-0.00691048123458969,0.7088848354919646,0.6719956310337538,1234.0,874.7638869970842,254,503,57,0.31203931203931207,0.6179361179361179,0.07002457002457002,15,0.2459016393442623,61,15,0.2459016393442623,26,0.4262295081967213,-1.9585122722651882,1613.733681137596,0.5420745053672192,0.0378005371722788,0
Phillips,-0.5529715831997184,0.06648579556700532,0.21104506066772788,0.7640166438674462,0.001069617020783363,0.0012673376926338742,-0.0009532959291366216,-0.8187803473156435,-0.9199739439287286,-0.588488273206174,-0.5429012324018798,-0.04558704080429421,-0.013260849786460131,0.7290490824739222,0.6341749892309471,3258.0,2375.2419107000387,802,1196,106,0.3811787072243346,0.5684410646387833,0.05038022813688213,64,0.3386243386243386,189,69,0.36507936507936506,34,0.17989417989417988,-1.5021420486946775,687.9312776854568,3.452731381383813,0.2747367449782049,0
Baca,-0.5625980304647398,0.11081528937316042,0.19905392883314532,0.7616519592978849,0.0024279820765435237,0.003885087302174628,-0.0027473250985531328,-0.8945135515339003,-0.7055985225881678,-0.6243339168706751,-0.49815185596732975,-0.12618206090334533,-0.03547548856750283,0.7528101451829197,0.6934242043525765,2851.0,2146.261723916504,505,1303,150,0.2579162410623085,0.6654749744637385,0.07660878447395301,58,0.2188679245283019,265,113,0.42641509433962266,57,0.21509433962264152,-1.9724342007365663,2555.0053502604233,0.8400223990520186,0.10371798241948472,0
Lincoln,-0.5887812187534787,0.06115374618037473,0.18978990923653605,0.7785711279900147,0.0008494399311249415,0.0012795586503348,-0.0007305954317791408,-0.7007780937641654,-0.9835308818309823,-0.6351983703506217,-0.5754397173464945,-0.059758653004127193,-0.01952667245647583,0.7425050191697886,0.6626079924619838,3244.0,2408.6862821867944,606,1443,76,0.2851764705882353,0.6790588235294117,0.03576470588235294,62,0.2995169082125604,207,66,0.3188405797101449,62,0.2995169082125604,-0.9679858383762823,2577.69209420776,0.9344352211807095,0.08030439340103589,0
Moffat,-0.5944699341483208,0.08053838808057204,0.1826897670324856,0.7771597011808064,0.0014963935793555136,0.0020190684000356285,-0.001365365877342234,-0.7855079973512257,-0.868126961417521,-0.6217197021225398,-0.6140651694157367,-0.007654532706803052,-0.02033426080492407,0.6529435792397476,0.5304379756866644,10231.0,6680.265759201857,1625,3618,249,0.29588492352512746,0.65877640203933,0.045338674435542604,103,0.25495049504950495,404,145,0.3589108910891089,115,0.28465346534653463,-0.6401680750606548,4743.266926702502,1.4083680852104075,0.0851733638951791,0
Kit Carson,-0.6069923225062851,0.07258125561571611,0.1823320019890101,0.7893243244952954,0.0012347575853157919,0.0015661608352355305,-0.0011281993497661291,-0.8112912910292088,-0.9223587209863873,-0.6439945781580185,-0.6035819165938393,-0.04041266156417922,-0.014705015431409776,0.727201278196405,0.6240949819772802,5044.0,3668.0032472226667,840,2164,159,0.26557066076509644,0.6841606070186532,0.050268732216250396,90,0.33088235294117646,272,89,0.3272058823529412,65,0.23897058823529413,-0.6930851242002435,2160.832224599824,1.6974956248174076,0.12587742671709423,0
Yuma,-0.6134828197143599,0.0799045345496001,0.18191758871041383,0.795400408424774,0.0015138695170983166,0.0017423018335630536,-0.0014365869526316022,-0.8845573567550459,-0.8852309789819727,-0.6225532070574359,-0.6356840271375039,0.01313082008006805,-0.004092585491261312,0.7523251160072315,0.6939402043193155,6096.0,4586.173907180083,1229,2785,195,0.2919933475885008,0.6616773580422903,0.04632929436920884,115,0.27710843373493976,415,153,0.3686746987951807,101,0.2433734939759036,-0.7973838942126323,2364.4100483383017,1.9396694369503413,0.17551947061452408,0
Kiowa,-0.6643576662043935,0.08839424705118214,0.1543699863831729,0.8187276525875661,0.0019042355497446636,0.0021080475608122873,-0.001750369459983886,-0.8736333219111488,-0.8759779499982301,-0.7177421062100983,-0.6502774926860869,-0.06746461352401134,-0.019703245332317435,0.8165959766944988,0.7677118171683389,1040.0,849.2598157622788,178,562,58,0.22305764411027568,0.7042606516290727,0.07268170426065163,17,0.21518987341772153,79,20,0.25316455696202533,38,0.4810126582278481,-0.5659740905153966,1767.8175227568574,0.48040015715982043,0.044687870203256,0
Rio Blanco,-0.6645042743551045,0.05455819713274178,0.14912267739270452,0.8136269517478086,0.0008885017867778199,0.0009412065430636218,-0.0005221236365019893,-0.5709548054663761,-1.085637768151155,-0.6736230086372711,-0.6875325053943505,0.01390949675707942,-0.009445439608906966,0.7318484469730602,0.6569651965102903,4597.0,3364.3073107351574,940,1991,212,0.29907731466751514,0.6334712058542793,0.06745147947820554,62,0.3522727272727273,176,57,0.32386363636363635,40,0.22727272727272727,-0.3180093005984813,3220.9864068709558,1.0444959666884877,0.05464164630578995,0
Cheyenne,-0.6804379030428588,0.05796081872081888,0.14367852524354047,0.8241164282863993,0.0007218764952324902,0.001256566282719751,-0.0006233177342820917,-0.6544633510168477,-1.0696539860756737,-0.7082351255164802,-0.6541987784424079,-0.05403634707407223,-0.009325018334824424,0.7743005813025561,0.741703672707761,1403.0,1086.3437155674862,253,739,35,0.24634858812074,0.7195715676728335,0.034079844206426485,30,0.3614457831325301,83,21,0.25301204819277107,22,0.26506024096385544,-0.42343140418495195,1778.2849691738575,0.6108940548893982,0.04667418408117093,0
Washington,-0.7048200178742549,0.06742162300673234,0.1352091670372118,0.8400291849114667,0.0010413776663721758,0.0013450144387326946,-0.0009887280669012288,-0.8354284476842756,-1.0192790272869836,-0.7397102867006963,-0.6959133341784423,-0.04379695252225402,-0.01014353219337981,0.8108687200311029,0.7262004670510107,3408.0,2763.440597865999,823,1541,96,0.33455284552845527,0.6264227642276423,0.03902439024390244,37,0.25170068027210885,147,63,0.42857142857142855,28,0.19047619047619047,-0.2597136653503298,2518.0961950352944,1.097432498136659,0.05837743621146276,0
