County,Lean,Elasticity,Democratic Avg,Republican Avg,Democratic Variance,Republican Variance,Covariance,Correlation,Flippability,Lean 2018,Lean 2014,Trump Effect,Trend,Presidential Turnout %,Midterm Turnout %,Total Voters,Ballots Cast,Yes on 73,No on 73,Abstain on 73,Yes % on 73,No % on 73,Abstain % on 73,Johnston Primary Votes,Johnston Primary %,Primary Ballots Cast,Polis Primary Votes,Polis Primary %,Kennedy Primary Votes,Kennedy Primary %,Primary Turnout %,Area,Voter Density,Primary Voter Density,Flippable
Montezuma,-0.2581946340822381,0.04470344198486248,0.34983124469073135,0.6080258787729694,0.0007062878661863725,0.000667086747025647,-0.00027408083055457944,-0.39929753828488873,-0.7616062489755911,-0.23000241533924445,-0.29164676784674587,0.061644352507501415,0.0019723696382987167,0.6500877432961885,0.5590880433475285,20205.0,13135.022853299488,4852,6555,511,0.4071152877999664,0.5500083906695754,0.04287632153045813,439,0.21435546875,2048,635,0.31005859375,718,0.3505859375,0.6448121103904252,2029.338751102922,6.472562969667216,1.0091957288485895,0
Douglas,-0.27197227928986245,0.08930266794779723,0.3502037969907772,0.6221760762806395,0.002120043636973809,0.002077611696606363,-0.0018038155153306812,-0.85948346746899,-0.4836602071489437,-0.17435451685825146,-0.3232680617520875,0.14891354489383604,0.019523797118576863,0.7917668213132983,0.6653091406711945,252779.0,200142.02532475424,63467,107890,8624,0.3526316666759269,0.5994521643951306,0.0479161689289425,8375,0.2838117184587753,29509,11220,0.38022298281880107,7410,0.25110983089904776,0.6465893631673195,840.1891875602767,238.210665273999,35.12185164592227,0
Mesa,-0.34028962858305445,0.060179768889644686,0.30760974451565753,0.6478993730987118,0.0014290510863538552,0.0010313738888687585,-0.0005181483458561453,-0.4267978005867989,-0.7523981972096007,-0.2962642253595116,-0.37931757656215814,0.08305335120264656,0.0024109055184199325,0.6864519532952538,0.555379282104913,120225.0,82528.68608492188,22408,43416,2938,0.3258776649893837,0.6313952473750036,0.04272708763561269,3268,0.2962291515591008,11032,4481,0.40618201595358955,2233,0.20241116751269037,0.8369821626366,3328.9551577517796,24.791167851193855,3.3139527200632215,0
Crowley,-0.3722616761776276,0.07663633649879144,0.2905989656595273,0.6628606418371549,0.0016301581734774057,0.001744659391809067,-0.0011362104827202513,-0.6737341984717368,-0.686413592826902,-0.38129811793012414,-0.4015178422766807,0.020219724346556556,-0.019325961208435053,0.716758647960938,0.6499720406168833,2238.0,1604.1058541365792,396,951,79,0.2776998597475456,0.6669004207573632,0.05539971949509116,50,0.211864406779661,236,97,0.4110169491525424,61,0.2584745762711864,1.151748793908952,787.4314190218662,2.0371372228570355,0.2997086403958267,0
Fremont,-0.38012878586968757,0.06917335904433876,0.2903959238849178,0.6705247097546055,0.001089284110486352,0.0017096479248827068,-0.0009075651830275921,-0.6650493918269099,-0.7399918930603591,-0.3578797791909617,-0.37436968912976926,0.016489909938807557,-0.00578467374306593,0.6860836386878943,0.6258345349098817,31574.0,21662.404807931576,6012,13082,831,0.30173149309912173,0.6565621079046424,0.041706398996235884,558,0.18870476834629693,2957,1338,0.45248562732499154,831,0.28102806898884003,1.1387535741551598,1533.0897729916505,14.12989975509383,1.928784636159793,0
Custer,-0.38755135154582476,0.04131607475305147,0.2873253972938023,0.674876748839627,0.0005075342207772199,0.0004963285141905138,-0.00032109518414094596,-0.6397591614829357,-0.9722102012645906,-0.3725403276805776,-0.3969471328691777,0.02440680518860011,-0.004313478274686565,0.7925791641174381,0.7214700854700855,4095.0,3245.611677060909,854,1964,105,0.2921655833048238,0.6719124187478618,0.035921997947314405,88,0.205607476635514,428,200,0.4672897196261682,112,0.2616822429906542,1.1727163277681796,738.629440044365,4.394100073869199,0.5794515853230717,0
Delta,-0.38805840854471235,0.06682290457503168,0.28362989601332117,0.6716883045580336,0.0013743715308889293,0.0014474020117501984,-0.0007473418403383392,-0.52987403170856,-0.7639717491878604,-0.32683028738365993,-0.43785447354246776,0.11102418615880782,0.007155170662447591,0.7653987368641213,0.6677414740338697,22411.0,17153.351091861823,5270,9270,850,0.3424301494476933,0.6023391812865497,0.05523066926575698,546,0.2273105745212323,2402,981,0.40840965861781847,653,0.27185678601165697,1.2509286791305032,1142.134391225065,15.018680134010292,2.1030800039420847,0
Teller,-0.38823761723900274,0.04926923823753117,0.28623010098458734,0.6744677182235901,0.0006535945070510196,0.0009836582747707046,-0.0003465533706124013,-0.43220899946467184,-0.8965217652811834,-0.36913882635018275,-0.3855039681499222,0.01636514179973947,-0.00827230677821112,0.7148895090704035,0.6420167861568851,20584.0,14715.285654705185,3589,8864,588,0.27520895636837667,0.679702476803926,0.04508856682769726,361,0.2002218524681087,1803,754,0.41819190238491405,540,0.2995008319467554,1.096304955795994,557.0455706175015,26.416663969507656,3.2367190318043835,0
Morgan,-0.3979432825292474,0.07437022040521218,0.28543545441017865,0.683378736939426,0.0012941267279271418,0.00167530533316268,-0.0011701302173526273,-0.794691935281681,-0.7284221094296827,-0.4322943186939157,-0.40482528560788394,-0.02746903308603177,-0.020723315380164562,0.735567681085521,0.6202531158287251,16951.0,12468.607762080666,3640,6786,484,0.33363886342804766,0.6219981668194318,0.044362969752520624,357,0.26115581565471835,1367,536,0.3920994879297732,336,0.24579370885149962,1.0742588885958817,1280.4915898092381,9.737360136772303,1.0675587492172827,0
Montrose,-0.41290975362217386,0.045357291168567924,0.2746407768569129,0.6875505304790868,0.0006278402018926599,0.0006996553776267844,-0.00032533099012019284,-0.4908612920073222,-0.9592080320684717,-0.3915039312642443,-0.44693887435427515,0.05543494309003083,0.001220824507386865,0.7608278079677422,0.6590358699160547,28575.0,21740.654612678234,6135,12252,877,0.31846968438538203,0.6360049833887044,0.04552533222591362,807,0.29081081081081084,2775,1091,0.39315315315315313,600,0.21621621621621623,1.465618207732623,2240.957196123702,9.701503737012091,1.2383101314028038,0
