Demographic,Power_House,Power_Senate,Power_Total
Male,3.37875717626964,0.782391439074048,6.782159936241748
Female,3.3795380103423356,0.7721637620826455,6.738450375401843
White,3.3620247328017454,0.7927791736647505,6.81061413824341
Black,3.3967521465961505,0.6571145130487921,6.255200278358396
Asian,3.6329736727784567,0.722052388586895,6.773901563131449
Hispanic,3.6118343463724822,0.501554166057877,5.793594968724246
