State,Year,PARTY,Power_House,Power_Senate,Power_Total
SD,2014,REP,3.6190055696495715,7.8839638204900275,37.91424818878119
SD,2016,REP,2.7028999413470713,6.162682492435307,29.510568783440654
TN,2000,REP,4.853379408081848,,
TN,2002,REP,5.885010812072642,,
TN,2004,REP,4.056359966791933,1.1201237512720406,8.928898284825308
TN,2006,REP,5.246510196301093,1.1507095850656308,10.252096891336587
TN,2008,REP,3.9098391101206187,0.9393464027729506,7.995995962182953
TN,2010,REP,5.772453722559198,0.9393464027729506,9.858610574621533
TN,2012,REP,3.9409263891874993,0.8428039920253886,7.607123754497939
TN,2014,REP,6.563780620948233,1.0823852089896422,11.272156280053176
TN,2016,REP,3.7640194039382515,1.0823852089896422,8.472395063043194
TX,2000,REP,5.011892385314955,,
TX,2002,REP,7.4501595963876035,,
TX,2004,REP,4.598624177870184,0.37069081198339604,6.211129209997957
TX,2006,REP,7.656050038029036,0.4530691185257131,9.626900703615888
TX,2008,REP,4.250445831919839,0.32715185358515086,5.673556395015245
TX,2010,REP,6.743069862628916,0.32715185358515086,8.166180425724322
TX,2012,REP,4.697158532231902,0.253535280099756,5.80003700066584
TX,2014,REP,8.083531623112524,0.3196629473882738,9.474065444251515
TX,2016,REP,4.221128012038657,0.3196629473882738,5.611661833177648
UT,2000,REP,3.9538506551530537,,
UT,2002,REP,5.384517358786545,,
UT,2004,REP,3.300849308527084,2.378927460554409,13.649183761938762
UT,2006,REP,5.266021871544173,2.697275347307917,16.99916963233361
UT,2008,REP,3.2022578052365454,2.697275347307917,14.935405566025983
UT,2010,REP,4.683877313640231,3.3192789530330327,19.122740759333922
UT,2012,REP,4.004416871809606,2.437939209985799,14.609452435247832
UT,2014,REP,7.067512412318674,2.437939209985799,17.6725479757569
UT,2016,REP,3.5901164095245788,1.8845620913739354,11.787961507001196
VA,2000,DEM,4.542209305830669,,
VA,2002,DEM,7.253630442036239,,
VA,2004,DEM,3.661775754850105,0.9506329195149015,7.797028954739925
VA,2006,DEM,4.788363058910796,1.0363051369386562,9.29629040459395
VA,2008,DEM,3.147033706161463,0.6651435986829491,6.040408360432291
VA,2010,DEM,5.023195748001796,0.6651435986829491,7.916570402272624
VA,2012,DEM,2.9408186971905823,0.5372379789644469,5.277803905685927
VA,2014,DEM,5.151426172335811,0.6681511872461965,8.057883836856766
VA,2016,DEM,2.908323304024485,0.6681511872461965,5.814780968545439
VT,2000,DEM,3.5290048912007794,,
VT,2002,DEM,4.435061824761837,,
VT,2004,DEM,3.27860252845827,6.714699147904678,32.487543821843616
VT,2006,DEM,3.8062468122682946,7.022139048886377,34.35255167492403
VT,2008,DEM,3.3540051852920163,7.022139048886377,33.900310047947755
VT,2010,DEM,4.192502966195849,8.038633673434527,39.16055944563603
VT,2012,DEM,3.449096509169423,7.576618555138841,36.40738722402338
VT,2014,DEM,5.2218230428607235,7.576618555138841,38.18011375771468
VT,2016,DEM,3.385996871338891,6.594446486891065,32.07183908931502
WA,2000,DEM,3.7776857141777804,,
WA,2002,DEM,5.175042952856509,,
WA,2004,DEM,3.296709334632481,0.3693895726495095,4.9035539756578475
WA,2006,DEM,4.381574796402824,0.3827373586395447,6.046482306484844
WA,2008,DEM,3.088047437898508,0.3827373586395447,4.752954947980528
WA,2010,DEM,3.6298972860064636,0.8705440116583254,7.416763736720179
WA,2012,DEM,3.3263856225630066,0.7167802375087156,6.444379655725919
WA,2014,DEM,4.927079227433977,0.7167802375087156,8.04507326059689
WA,2016,DEM,3.183663983368539,0.633639877745522,5.93999745156156
WI,2000,REP,3.590930745309646,,
WI,2002,REP,4.8853589456418325,,
WI,2004,REP,2.835257705433027,0.7286205428004457,6.004757066614966
WI,2006,REP,3.877071628413701,0.7861573415303339,7.296856064070653
WI,2008,REP,2.882702129668266,0.7861573415303339,6.302486565325218
