State,District,Year,Cluster,Power_House,Power_Senate,Power_Total
FL,14.0,2006,Suburban,4.2455814111463495,0.3272404435155179,5.669077340438852
FL,14.0,2008,Suburban,2.6462657221262216,0.3272404435155179,4.069761651418724
FL,14.0,2010,Suburban,3.6404541830638792,0.3919785509336929,5.3455608796254435
FL,14.0,2012,Suburban,3.563779173987263,0.2940948979534818,4.843091980084909
FL,14.0,2014,Suburban,,0.2940948979534818,
FL,14.0,2016,Suburban,3.1557986221783216,0.2286790253196847,4.15055238231895
FL,15.0,2000,Suburban,3.3395114294778674,,
FL,15.0,2002,Suburban,4.3130032735694845,,
FL,15.0,2004,Suburban,3.10630393320204,0.3010546320077522,4.415891582435762
FL,15.0,2006,Suburban,4.468295211328022,0.3272404435155179,5.891791140620525
FL,15.0,2008,Suburban,2.7634156923323503,0.3272404435155179,4.186911621624853
FL,15.0,2010,Suburban,4.120754592580994,0.3919785509336929,5.825861289142558
FL,15.0,2012,Suburban,,0.2940948979534818,
FL,15.0,2014,Suburban,4.6820424942176775,0.2940948979534818,5.961355300315323
FL,15.0,2016,Suburban,3.1399737498194513,0.2286790253196847,4.134727509960079
FL,16.0,2000,Suburban,3.4188034188034186,,
FL,16.0,2002,Suburban,4.477478284230322,,
FL,16.0,2004,Suburban,3.156466020643288,0.3010546320077522,4.4660536698770095
FL,16.0,2006,Suburban,4.2776539634602795,0.3272404435155179,5.701149892752782
FL,16.0,2008,Suburban,2.863303049131417,0.3272404435155179,4.28679897842392
FL,16.0,2010,Suburban,4.11924387159493,0.3919785509336929,5.824350568156494
FL,16.0,2012,Suburban,2.8647056801384227,0.2940948979534818,4.144018486236068
FL,16.0,2014,Suburban,3.6386262002918177,0.2940948979534818,4.917939006389464
FL,16.0,2016,Suburban,2.591237471366826,0.2286790253196847,3.5859912315074545
FL,17.0,2000,Rural,9.92871184892472,,
FL,17.0,2002,Rural,8.785647765809774,,
FL,17.0,2004,Rural,5.573390404851079,0.3010546320077522,6.8829780540848
FL,17.0,2006,Rural,11.027060406236906,0.3272404435155179,12.45055633552941
FL,17.0,2008,Rural,,0.3272404435155179,
FL,17.0,2010,Rural,8.105698305909055,0.3919785509336929,9.81080500247062
FL,17.0,2012,Rural,3.5427575407594256,0.2940948979534818,4.822070346857071
FL,17.0,2014,Rural,4.469153899783693,0.2940948979534818,5.748466705881339
FL,17.0,2016,Rural,2.952683250904259,0.2286790253196847,3.9474370110448875
FL,18.0,2000,Suburban,8.850262410280465,,
FL,18.0,2002,Suburban,6.676146795115731,,
FL,18.0,2004,Suburban,4.505965898850078,0.3010546320077522,5.8155535480838
FL,18.0,2006,Suburban,7.804451659226423,0.3272404435155179,9.227947588518926
FL,18.0,2008,Suburban,4.115412631847533,0.3272404435155179,5.538908561140035
FL,18.0,2010,Suburban,6.729701537736801,0.3919785509336929,8.434808234298366
FL,18.0,2012,Suburban,3.0242087913749565,0.2940948979534818,4.303521597472602
FL,18.0,2014,Suburban,3.9467348662451553,0.2940948979534818,5.226047672342801
FL,18.0,2016,Suburban,2.660154608185828,0.2286790253196847,3.6549083683264563
FL,19.0,2000,Suburban,4.186395053355605,,
FL,19.0,2002,Suburban,4.603542886605531,,
FL,19.0,2004,Suburban,,0.3010546320077522,
FL,19.0,2006,Suburban,,0.3272404435155179,
FL,19.0,2008,Suburban,3.2675894339228067,0.3272404435155179,4.69108536321531
FL,19.0,2010,Suburban,4.738011646032626,0.3919785509336929,6.44311834259419
FL,19.0,2012,Suburban,3.2656686783185727,0.2940948979534818,4.544981484416218
FL,19.0,2014,Suburban,4.0508626311973135,0.2940948979534818,5.330175437294959
FL,19.0,2016,Suburban,2.753561732100472,0.2286790253196847,3.7483154922411006
FL,20.0,2000,Urban,6.37137468780264,,
FL,20.0,2002,Urban,,,
FL,20.0,2004,Urban,3.6709641420222607,0.3010546320077522,4.980551791255983
FL,20.0,2006,Urban,,0.3272404435155179,
FL,20.0,2008,Urban,3.819724292300582,0.3272404435155179,5.243220221593084
FL,20.0,2010,Urban,5.967655308229396,0.3919785509336929,7.67276200479096
FL,20.0,2012,Urban,4.093579220991875,0.2940948979534818,5.37289202708952
FL,20.0,2014,Urban,6.350577267473613,0.2940948979534818,7.629890073571259
FL,20.0,2016,Urban,3.602824614497766,0.2286790253196847,4.5975783746383945
FL,21.0,2000,Suburban,7.556180199785405,,
FL,21.0,2002,Suburban,,,
FL,21.0,2004,Suburban,4.9691169382289075,0.3010546320077522,6.278704587462629
FL,21.0,2006,Suburban,8.904243762577245,0.3272404435155179,10.327739691869748
FL,21.0,2008,Suburban,4.219373676171509,0.3272404435155179,5.6428696054640115
FL,21.0,2010,Suburban,,0.3919785509336929,
FL,21.0,2012,Suburban,3.5161744022503516,0.2940948979534818,4.795487208347997
FL,21.0,2014,Suburban,6.4947717087744365,0.2940948979534818,7.774084514872082
FL,21.0,2016,Suburban,2.977422207401276,0.2286790253196847,3.9721759675419044
FL,22.0,2000,Suburban,4.736822160748797,,
FL,22.0,2002,Suburban,4.605854040485457,,
FL,22.0,2004,Suburban,3.260238779888239,0.3010546320077522,4.569826429121961
FL,22.0,2006,Suburban,4.681538353502961,0.3272404435155179,6.105034282795463
FL,22.0,2008,Suburban,3.2346652606655,0.3272404435155179,4.658161189958003
FL,22.0,2010,Suburban,4.572599156812715,0.3919785509336929,6.277705853374279
FL,22.0,2012,Suburban,3.1941636242258147,0.2940948979534818,4.47347643032346
FL,22.0,2014,Suburban,4.627572930549386,0.2940948979534818,5.906885736647031
FL,22.0,2016,Suburban,2.959893443836022,0.2286790253196847,3.9546472039766503
FL,23.0,2000,Urban,8.560691018979051,,
FL,23.0,2002,Urban,8.042593575576252,,
FL,23.0,2004,Urban,,0.3010546320077522,
FL,23.0,2006,Urban,,0.3272404435155179,
FL,23.0,2008,Urban,4.754976082470305,0.3272404435155179,6.178472011762808
FL,23.0,2010,Urban,7.906388361796331,0.3919785509336929,9.611495058357896
FL,23.0,2012,Urban,3.630686562829031,0.2940948979534818,4.909999368926677
FL,23.0,2014,Urban,6.068403039056242,0.2940948979534818,7.347715845153887
FL,23.0,2016,Urban,3.094825451844516,0.2286790253196847,4.089579211985145
FL,24.0,2002,Urban,4.561149044667332,,
FL,24.0,2004,Urban,,0.3010546320077522,
FL,24.0,2006,Urban,4.680377051175243,0.3272404435155179,6.103872980467745
FL,24.0,2008,Urban,2.7073124509299618,0.3272404435155179,4.130808380222464
FL,24.0,2010,Urban,4.081116266921328,0.3919785509336929,5.786222963482892
FL,24.0,2012,Urban,,0.2940948979534818,
FL,24.0,2014,Urban,6.670313104497125,0.2940948979534818,7.94962591059477
FL,24.0,2016,Urban,,0.2286790253196847,
FL,25.0,2002,Urban,7.898769371731884,,
FL,25.0,2004,Urban,,0.3010546320077522,
FL,25.0,2006,Urban,9.62158313528908,0.3272404435155179,11.045079064581584
FL,25.0,2008,Urban,4.0533255509482755,0.3272404435155179,5.476821480240778
FL,25.0,2010,Urban,6.966068281401294,0.3919785509336929,8.671174977962858
FL,25.0,2012,Urban,4.994281547627966,0.2940948979534818,6.273594353725612
FL,25.0,2014,Urban,,0.2940948979534818,
FL,25.0,2016,Urban,3.9488232506713,0.2286790253196847,4.943577010811929
FL,26.0,2012,Urban,3.9532410646868836,0.2940948979534818,5.232553870784529
FL,26.0,2014,Urban,6.1982062391144,0.2940948979534818,7.477519045212046
FL,26.0,2016,Urban,3.564528662374974,0.2286790253196847,4.559282422515603
FL,27.0,2012,Urban,4.34459597429737,0.2940948979534818,5.623908780395015
FL,27.0,2014,Urban,,0.2940948979534818,
FL,27.0,2016,Urban,3.47612078824515,0.2286790253196847,4.470874548385778
GA,1.0,2000,Rural,5.250446287934475,,
GA,1.0,2002,Rural,6.959571847139964,,
GA,1.0,2004,Rural,5.309349233064503,0.7644405203164402,8.634665496441016
GA,1.0,2006,Rural,7.213497897265363,0.7644405203164402,10.538814160641877
GA,1.0,2008,Rural,4.010684463410525,0.575252686933394,6.513033651570789
GA,1.0,2010,Rural,6.108026557699473,0.6341412451331642,8.866540974028737
GA,1.0,2012,Rural,4.006731308598446,0.6341412451331642,6.765245724927709
GA,1.0,2014,Rural,6.38928644448988,0.7807829027283092,9.785692071358024
GA,1.0,2016,Rural,4.736822160748797,0.618581252967257,7.4276506111563645
GA,2.0,2000,Rural,5.546311702717693,,
GA,2.0,2002,Rural,9.715812484819043,,
GA,2.0,2004,Rural,5.137980465398271,0.7644405203164402,8.463296728774786
GA,2.0,2006,Rural,7.655267972655383,0.7644405203164402,10.980584236031898
GA,2.0,2008,Rural,4.3518752230336055,0.575252686933394,6.8542244111938695
GA,2.0,2010,Rural,5.945550647173188,0.6341412451331642,8.704065063502451
GA,2.0,2012,Rural,3.919094218944118,0.6341412451331642,6.677608635273382
GA,2.0,2014,Rural,6.138735420503377,0.7807829027283092,9.535141047371521
GA,2.0,2016,Rural,4.122028532681504,0.618581252967257,6.8128569830890715
GA,3.0,2000,Rural,4.224649987748515,,
GA,3.0,2002,Rural,6.699718611818303,,
GA,3.0,2004,Rural,4.6145043099470255,0.7644405203164402,7.93982057332354
GA,3.0,2006,Rural,5.186748893925798,0.7644405203164402,8.512065157302313
GA,3.0,2008,Rural,2.9190262128553917,0.575252686933394,5.421375401015656
GA,3.0,2010,Rural,4.128154426000767,0.6341412451331642,6.886668842330032
GA,3.0,2012,Rural,4.301352775447878,0.6341412451331642,7.059867191777142
GA,3.0,2014,Rural,6.398894271069959,0.7807829027283092,9.795299897938104
GA,3.0,2016,Rural,3.2982944519389026,0.618581252967257,5.98912290234647
GA,4.0,2000,Suburban,4.350549909508562,,
GA,4.0,2002,Suburban,6.52541322179227,,
GA,4.0,2004,Suburban,4.049074786411305,0.7644405203164402,7.374391049787819
GA,4.0,2006,Suburban,7.082453928637194,0.7644405203164402,10.407770192013707
GA,4.0,2008,Suburban,4.450497120528363,0.575252686933394,6.952846308688627
GA,4.0,2010,Suburban,5.666781891231788,0.6341412451331642,8.425296307561052
GA,4.0,2012,Suburban,3.5215979602904612,0.6341412451331642,6.280112376619725
GA,4.0,2014,Suburban,6.198859409868584,0.7807829027283092,9.595265036736729
GA,4.0,2016,Suburban,3.43951103911068,0.618581252967257,6.1303394895182475
GA,5.0,2000,Suburban,5.6198087017117935,,
GA,5.0,2002,Suburban,8.601484616244765,,
GA,5.0,2004,Suburban,4.956064488311122,0.7644405203164402,8.281380751687635
GA,5.0,2006,Suburban,8.168066128663378,0.7644405203164402,11.493382392039893
GA,5.0,2008,Suburban,4.3201396269127414,0.575252686933394,6.822488815073005
GA,5.0,2010,Suburban,5.6368514802371985,0.6341412451331642,8.395365896566462
GA,5.0,2012,Suburban,3.6011509278365366,0.6341412451331642,6.3596653441658
GA,5.0,2014,Suburban,5.871094254547162,0.7807829027283092,9.267499881415308
GA,5.0,2016,Suburban,3.3272444759423587,0.618581252967257,6.018072926349927
GA,6.0,2000,Suburban,2.913235118466706,,
GA,6.0,2002,Suburban,4.884505858964777,,
GA,6.0,2004,Suburban,3.7366554691557776,0.7644405203164402,7.061971732532292
GA,6.0,2006,Suburban,4.993707928010706,0.7644405203164402,8.319024191387221
GA,6.0,2008,Suburban,2.9579585353372515,0.575252686933394,5.4603077234975155
GA,6.0,2010,Suburban,5.04316953118696,0.6341412451331642,7.801683947516224
GA,6.0,2012,Suburban,3.4009672350816573,0.6341412451331642,6.159481651410921
GA,6.0,2014,Suburban,4.7505035533766575,0.7807829027283092,8.146909180244801
GA,6.0,2016,Suburban,3.067437615987485,0.618581252967257,5.758266066395052
GA,7.0,2000,Suburban,4.374759388233647,,
GA,7.0,2002,Suburban,5.677914615520012,,
GA,7.0,2004,Suburban,3.8612722119683993,0.7644405203164402,7.186588475344914
GA,7.0,2006,Suburban,5.431417491336889,0.7644405203164402,8.756733754713403
GA,7.0,2008,Suburban,2.962848838415113,0.575252686933394,5.4651980265753775
GA,7.0,2010,Suburban,4.168507757592937,0.6341412451331642,6.9270221739222
GA,7.0,2012,Suburban,3.96721493577079,0.6341412451331642,6.725729352100053
GA,7.0,2014,Suburban,5.758080025796199,0.7807829027283092,9.154485652664343
GA,7.0,2016,Suburban,3.468597056548538,0.618581252967257,6.159425506956105
GA,8.0,2000,Rural,5.196667896544736,,
GA,8.0,2002,Rural,5.496710218933968,,
GA,8.0,2004,Rural,3.320538192830294,0.7644405203164402,6.645854456206808
GA,8.0,2006,Rural,6.2669206858518,0.7644405203164402,9.592236949228315
GA,8.0,2008,Rural,3.640507195462472,0.575252686933394,6.1428563836227354
GA,8.0,2010,Rural,5.127679212388473,0.6341412451331642,7.886193628717736
GA,8.0,2012,Rural,5.055892895964892,0.6341412451331642,7.814407312294156
GA,8.0,2014,Rural,7.688936389429251,0.7807829027283092,11.085342016297396
GA,8.0,2016,Rural,3.88790395322074,0.618581252967257,6.578732403628307
GA,9.0,2000,Rural,4.10625341332315,,
GA,9.0,2002,Rural,5.907128131516301,,
GA,9.0,2004,Rural,3.754726261681892,0.7644405203164402,7.080042525058406
GA,9.0,2006,Rural,5.955003989852673,0.7644405203164402,9.280320253229188
GA,9.0,2008,Rural,3.4718605700795058,0.575252686933394,5.97420975823977
GA,9.0,2010,Rural,5.763290147079164,0.6341412451331642,8.521804563408429
GA,9.0,2012,Rural,3.965846133101728,0.6341412451331642,6.724360549430992
GA,9.0,2014,Rural,5.523427618242777,0.7807829027283092,8.919833245110922
GA,9.0,2016,Rural,3.8981035726119244,0.618581252967257,6.588932023019492
GA,10.0,2000,Rural,5.1573241739256,,
GA,10.0,2002,Rural,7.737422819207379,,
GA,10.0,2004,Rural,4.563376168224299,0.7644405203164402,7.888692431600814
GA,10.0,2006,Rural,5.722362420101515,0.7644405203164402,9.04767868347803
GA,10.0,2008,Rural,3.4257955553728463,0.575252686933394,5.92814474353311
GA,10.0,2010,Rural,4.87883415379061,0.6341412451331642,7.637348570119874
GA,10.0,2012,Rural,4.728892587933758,0.6341412451331642,7.487407004263021
GA,10.0,2014,Rural,5.08957654723127,0.7807829027283092,8.485982174099416
GA,10.0,2016,Rural,4.088123592152438,0.618581252967257,6.778952042560006
GA,11.0,2000,Suburban,5.0087151643860315,,
GA,11.0,2002,Suburban,7.438594403201571,,
GA,11.0,2004,Suburban,4.75540570743793,0.7644405203164402,8.080721970814444
GA,11.0,2006,Suburban,5.995635177590714,0.7644405203164402,9.320951440967228
GA,11.0,2008,Suburban,3.3411069755631435,0.575252686933394,5.843456163723408
GA,11.0,2010,Suburban,6.115646882549002,0.6341412451331642,8.874161298878265
GA,11.0,2012,Suburban,3.4800644507936287,0.6341412451331642,6.238578867122893
GA,11.0,2014,Suburban,6.1907238194289675,0.7807829027283092,9.587129446297112
GA,11.0,2016,Suburban,3.0929301801941125,0.618581252967257,5.78375863060168
GA,12.0,2002,Rural,7.123369638773926,,
GA,12.0,2004,Rural,4.583623629496535,0.7644405203164402,7.908939892873049
GA,12.0,2006,Rural,7.020598435810668,0.7644405203164402,10.345914699187183
GA,12.0,2008,Rural,4.010668377885175,0.575252686933394,6.513017566045439
GA,12.0,2010,Rural,6.1200634038568635,0.6341412451331642,8.878577820186127
GA,12.0,2012,Rural,3.8592009138587766,0.6341412451331642,6.617715330188041
GA,12.0,2014,Rural,5.994700684594818,0.7807829027283092,9.391106311462963
GA,12.0,2016,Rural,3.8623161537510815,0.618581252967257,6.553144604158649
GA,13.0,2002,Suburban,8.516726851536417,,
GA,13.0,2004,Suburban,5.859706897460989,0.7644405203164402,9.185023160837503
GA,13.0,2006,Suburban,6.720926950244978,0.7644405203164402,10.046243213621493
GA,13.0,2008,Suburban,3.3530155345209716,0.575252686933394,5.8553647226812355
GA,13.0,2010,Suburban,4.948902580852696,0.6341412451331642,7.70741699718196
GA,13.0,2012,Suburban,3.5519183911230456,0.6341412451331642,6.31043280745231
GA,13.0,2014,Suburban,6.271755150678917,0.7807829027283092,9.668160777547062
GA,13.0,2016,Suburban,3.955179901357813,0.618581252967257,6.6460083517653805
GA,14.0,2012,Rural,4.562210299645972,0.6341412451331642,7.320724715975237
GA,14.0,2014,Rural,8.418783990840364,0.7807829027283092,11.815189617708509
GA,14.0,2016,Rural,4.609293257064894,0.618581252967257,7.300121707472462
HI,1.0,2000,Urban,6.361565963077471,,
HI,1.0,2002,Urban,5.5330238528658295,,
HI,1.0,2004,Urban,4.897615351085556,5.256449005874082,27.76316852663781
HI,1.0,2006,Urban,6.142732533140042,5.275729402563213,29.092155434290017
HI,1.0,2008,Urban,5.002075861482515,5.275729402563213,27.95149876263249
HI,1.0,2010,Urban,5.654093846649666,5.606756141150086,30.043483060652537
HI,1.0,2012,Urban,4.687595216777841,4.993346365967349,26.408651908735806
HI,1.0,2014,Urban,5.5603745468294745,5.100368884179549,27.74697919301051
HI,1.0,2016,Urban,4.941761342577721,5.192539359448345,27.52930755617802
HI,2.0,2000,Rural,5.457621568520439,,
HI,2.0,2002,Rural,5.578769435038019,,
HI,2.0,2004,Rural,4.708341769112336,5.256449005874082,27.57389494466459
HI,2.0,2006,Rural,5.709391949757351,5.275729402563213,28.658814850907326
HI,2.0,2008,Rural,4.588966289453638,5.275729402563213,27.538389190603613
HI,2.0,2010,Rural,5.456787698217813,5.606756141150086,29.846176912220685
HI,2.0,2012,Rural,4.779886238707519,4.993346365967349,26.500942930665484
HI,2.0,2014,Rural,5.545296756555927,5.100368884179549,27.731901402736963
HI,2.0,2016,Rural,4.750232761405309,5.192539359448345,27.337778975005605
IA,1.0,2000,Rural,3.745458631409416,,
IA,1.0,2002,Rural,5.090224224377084,,
IA,1.0,2004,Rural,3.447633888862074,1.5985274365254727,10.40122823774788
IA,1.0,2006,Rural,4.816468468989168,1.5985274365254727,11.770062817874972
IA,1.0,2008,Rural,3.4526929278490757,1.341315951667021,9.287417317600617
IA,1.0,2010,Rural,4.74153872414676,1.5273115765253737,11.385344082032134
IA,1.0,2012,Rural,2.558532834931137,1.5273115765253737,9.202338192816512
IA,1.0,2014,Rural,3.4565477383808147,1.7811318469491215,11.204471272609492
IA,1.0,2016,Rural,2.597557776178837,1.4977144876917823,9.112615797638089
IA,2.0,2000,Rural,3.959345441011692,,
IA,2.0,2002,Rural,4.826930410144277,,
IA,2.0,2004,Rural,3.334656080245164,1.5985274365254727,10.288250429130969
IA,2.0,2006,Rural,4.771311060853301,1.5985274365254727,11.724905409739106
IA,2.0,2008,Rural,3.264155008193029,1.341315951667021,9.09887939794457
IA,2.0,2010,Rural,4.401892813909981,1.5273115765253737,11.045698171795356
IA,2.0,2012,Rural,2.622778834174808,1.5273115765253737,9.266584192060183
IA,2.0,2014,Rural,3.658594587475167,1.7811318469491215,11.406518121703845
IA,2.0,2016,Rural,2.7024689756561595,1.4977144876917823,9.217526997115412
IA,3.0,2000,Suburban,4.017258140973623,,
IA,3.0,2002,Suburban,4.629951154015325,,
IA,3.0,2004,Suburban,3.2860255192741827,1.5985274365254727,10.239619868159988
IA,3.0,2006,Suburban,4.478541070460887,1.5985274365254727,11.432135419346693
IA,3.0,2008,Suburban,3.183091418385536,1.341315951667021,9.017815808137076
IA,3.0,2010,Suburban,4.1535828805928,1.5273115765253737,10.797388238478174
IA,3.0,2012,Suburban,2.5850347170162493,1.5273115765253737,9.228840074901624
IA,3.0,2014,Suburban,3.5452695468436466,1.7811318469491215,11.293193081072324
IA,3.0,2016,Suburban,2.56221703515618,1.4977144876917823,9.077275056615433
IA,4.0,2000,Rural,3.6278546681419943,,
IA,4.0,2002,Rural,4.744418191997116,,
IA,4.0,2004,Rural,3.3605989931645417,1.5985274365254727,10.314193342050347
IA,4.0,2006,Rural,4.7007944342593895,1.5985274365254727,11.654388783145194
IA,4.0,2008,Rural,3.2636969200492167,1.341315951667021,9.098421309800758
IA,4.0,2010,Rural,4.300723811817529,1.5273115765253737,10.944529169702903
IA,4.0,2012,Rural,2.6463217450904115,1.5273115765253737,9.290127102975786
IA,4.0,2014,Rural,3.628012610971836,1.7811318469491215,11.375936145200514
IA,4.0,2016,Rural,2.7008121342087565,1.4977144876917823,9.215870155668009
IA,5.0,2000,,4.313952184153991,,
IA,5.0,2002,,5.487359866547408,,
IA,5.0,2004,,3.7545852872820933,1.5985274365254727,10.708179636167898
IA,5.0,2006,,5.541271389307563,1.5985274365254727,12.494865738193369
IA,5.0,2008,,3.750698567608217,1.341315951667021,9.585422957359757
IA,5.0,2010,,5.121927483750685,1.5273115765253737,11.76573284163606
ID,1.0,2000,Rural,3.7297289233018542,,
ID,1.0,2002,Rural,4.851048554144978,,
ID,1.0,2004,Rural,3.349085197378336,4.3836769405441895,22.41807988874556
ID,1.0,2006,Rural,4.310827937613698,4.3836769405441895,23.37982262898092
ID,1.0,2008,Rural,2.876994116547032,3.4821608897617504,18.024393987010644
ID,1.0,2010,Rural,4.041596107134629,3.6552713582074547,19.942026515337055
ID,1.0,2012,Rural,3.157323095186977,3.6552713582074547,19.057753503389403
ID,1.0,2014,Rural,4.5276731382208055,4.511108604939664,24.150995569708343
ID,1.0,2016,Rural,2.8140714830438123,3.583866508140305,18.40389079345414
ID,2.0,2000,Rural,4.450002002500901,,
ID,2.0,2002,Rural,5.0281071187940585,,
ID,2.0,2004,Rural,3.6518074621033683,4.3836769405441895,22.72080215347059
ID,2.0,2006,Rural,4.687529297058107,4.3836769405441895,23.75652398842533
ID,2.0,2008,Rural,3.445103990463952,3.4821608897617504,18.592503860927565
ID,2.0,2010,Rural,5.007085025310815,3.6552713582074547,20.90751543351324
ID,2.0,2012,Rural,3.13977657349903,3.6552713582074547,19.040206981701456
ID,2.0,2014,Rural,4.666508005394483,4.511108604939664,24.28983043688202
ID,2.0,2016,Rural,3.065256240095391,3.583866508140305,18.655075550505718
IL,1.0,2000,Urban,5.097203674064408,,
IL,1.0,2002,Urban,5.44496232086074,,
IL,1.0,2004,Urban,4.000816166497966,0.4635869273585941,6.01741930050785
IL,1.0,2006,Urban,5.733057382171338,0.4635869273585941,7.749660516181222
IL,1.0,2008,Urban,3.684639108022565,0.38199271081509223,5.346307400068216
IL,1.0,2010,Urban,5.423405247686918,0.3179564051562672,6.80651561011668
IL,1.0,2012,Urban,3.1167794940843527,0.3179564051562672,4.499889856514115
IL,1.0,2014,Urban,4.504159591382642,0.3685285465897474,6.107258769048043
IL,1.0,2016,Urban,3.165939555881999,0.439782892379519,5.078995137732907
IL,2.0,2000,Suburban,5.10461916988683,,
IL,2.0,2002,Suburban,5.434487256127384,,
IL,2.0,2004,Suburban,4.263937746508901,0.4635869273585941,6.280540880518785
IL,2.0,2006,Suburban,5.797437532610586,0.4635869273585941,7.81404066662047
IL,2.0,2008,Suburban,3.561557967917486,0.38199271081509223,5.223226259963137
IL,2.0,2010,Suburban,5.344364100837462,0.3179564051562672,6.727474463267224
IL,2.0,2012,Suburban,3.358950932444779,0.3179564051562672,4.742061294874541
IL,2.0,2014,Suburban,4.895577335435168,0.3685285465897474,6.498676513100569
IL,2.0,2016,Suburban,3.39533209743245,0.439782892379519,5.308387679283357
IL,3.0,2000,Urban,5.194724238063823,,
IL,3.0,2002,Urban,6.40853103651581,,
IL,3.0,2004,Urban,4.3486580041399225,0.4635869273585941,6.3652611381498065
IL,3.0,2006,Urban,6.034201856120491,0.4635869273585941,8.050804990130375
IL,3.0,2008,Urban,4.245851802788676,0.38199271081509223,5.907520094834327
IL,3.0,2010,Urban,6.001428339944907,0.3179564051562672,7.384538702374669
IL,3.0,2012,Urban,4.058474500604713,0.3179564051562672,5.441584863034475
IL,3.0,2014,Urban,5.52929142130436,0.3685285465897474,7.132390598969761
IL,3.0,2016,Urban,4.436340728713328,0.439782892379519,6.349396310564236
IL,4.0,2000,Urban,9.904618523617563,,
IL,4.0,2002,Urban,11.832499142143812,,
IL,4.0,2004,Urban,7.99092231225328,0.4635869273585941,10.007525446263164
IL,4.0,2006,Urban,12.278676849782668,0.4635869273585941,14.295279983792552
IL,4.0,2008,Urban,7.163015916221366,0.38199271081509223,8.824684208267017
IL,4.0,2010,Urban,12.226134585289515,0.3179564051562672,13.609244947719278
IL,4.0,2012,Urban,6.2301802391143175,0.3179564051562672,7.6132906015440795
IL,4.0,2014,Urban,9.809307070548536,0.3685285465897474,11.412406248213937
IL,4.0,2016,Urban,5.837813855467404,0.439782892379519,7.750869437318312
IL,5.0,2000,Urban,6.139149973294698,,
IL,5.0,2002,Urban,6.27214852447706,,
IL,5.0,2004,Urban,4.8093108257586685,0.4635869273585941,6.8259139597685525
IL,5.0,2006,Urban,6.82216658366364,0.4635869273585941,8.838769717673525
IL,5.0,2008,Urban,4.331029225785215,0.38199271081509223,5.992697517830867
IL,5.0,2010,Urban,6.517417799068009,0.3179564051562672,7.900528161497771
IL,5.0,2012,Urban,3.6985394467724695,0.3179564051562672,5.081649809202232
IL,5.0,2014,Urban,5.434221466261636,0.3685285465897474,7.037320643927037
IL,5.0,2016,Urban,3.1875151406969184,0.439782892379519,5.100570722547826
IL,6.0,2000,Suburban,4.420729685641912,,
IL,6.0,2002,Suburban,5.751357320327597,,
IL,6.0,2004,Suburban,3.9984486019424463,0.4635869273585941,6.01505173595233
IL,6.0,2006,Suburban,5.619335007895166,0.4635869273585941,7.63593814190505
IL,6.0,2008,Suburban,3.892368233604372,0.38199271081509223,5.554036525650023
IL,6.0,2010,Suburban,5.560652820641144,0.3179564051562672,6.943763183070906
IL,6.0,2012,Suburban,3.066271322084206,0.3179564051562672,4.449381684513968
IL,6.0,2014,Suburban,4.188446588929098,0.3685285465897474,5.791545766594499
IL,6.0,2016,Suburban,2.8397312478347048,0.439782892379519,4.752786829685612
IL,7.0,2000,Urban,5.234862087558303,,
IL,7.0,2002,Urban,6.032964115929438,,
IL,7.0,2004,Urban,3.8950517262869253,0.4635869273585941,5.911654860296809
IL,7.0,2006,Urban,6.060202047136252,0.4635869273585941,8.076805181146135
IL,7.0,2008,Urban,3.6124948973509574,0.38199271081509223,5.274163189396608
IL,7.0,2010,Urban,5.439246338027403,0.3179564051562672,6.822356700457165
IL,7.0,2012,Urban,3.4911934644858347,0.3179564051562672,4.874303826915597
IL,7.0,2014,Urban,5.48612558838697,0.3685285465897474,7.089224766052371
IL,7.0,2016,Urban,3.3617287353848844,0.439782892379519,5.274784317235792
IL,8.0,2000,Suburban,4.297470938352779,,
IL,8.0,2002,Suburban,6.026783023757579,,
IL,8.0,2004,Suburban,3.6983205926188916,0.4635869273585941,5.714923726628776
IL,8.0,2006,Suburban,5.4527410929474245,0.4635869273585941,7.4693442269573085
IL,8.0,2008,Suburban,3.3838084764402336,0.38199271081509223,5.0454767684858846
IL,8.0,2010,Suburban,4.939857238125819,0.3179564051562672,6.322967600555581
IL,8.0,2012,Suburban,4.44314112304835,0.3179564051562672,5.826251485478112
IL,8.0,2014,Suburban,6.620061434170109,0.3685285465897474,8.22316061183551
IL,8.0,2016,Suburban,4.022995441946164,0.439782892379519,5.936051023797072
IL,9.0,2000,Urban,5.198964366298234,,
IL,9.0,2002,Urban,5.922907436802578,,
IL,9.0,2004,Urban,4.321203714506713,0.4635869273585941,6.337806848516597
IL,9.0,2006,Urban,6.07116621031734,0.4635869273585941,8.087769344327224
IL,9.0,2008,Urban,4.1035068569599575,0.38199271081509223,5.765175149005609
IL,9.0,2010,Urban,5.643117935521735,0.3179564051562672,7.026228297951497
IL,9.0,2012,Urban,3.403594876908991,0.3179564051562672,4.786705239338754
IL,9.0,2014,Urban,4.684937924572499,0.3685285465897474,6.2880371022379
IL,9.0,2016,Urban,3.058590356876323,0.439782892379519,4.971645938727231
IL,10.0,2000,Suburban,4.210419947285542,,
IL,10.0,2002,Suburban,5.350139906158546,,
IL,10.0,2004,Suburban,3.613878739912761,0.4635869273585941,5.630481873922645
IL,10.0,2006,Suburban,4.945402753600253,0.4635869273585941,6.962005887610137
