State,District,Year,Cluster,Power_House,Power_Senate,Power_Total
AZ,1.0,2016,Rural,3.5623953546364575,0.8378451293549095,7.207021667330314
AZ,2.0,2000,Suburban,8.156274213939072,,
AZ,2.0,2002,Suburban,5.970077969218278,,
AZ,2.0,2004,Suburban,3.580341063289689,1.1909181770734556,8.760835133559219
AZ,2.0,2006,Suburban,4.337265787647467,1.1466381000894665,9.325141523036645
AZ,2.0,2008,Suburban,2.9583785718723283,1.1466381000894665,7.946254307261507
AZ,2.0,2010,Suburban,3.7468058480145676,1.2363743815809891,9.125034407891869
AZ,2.0,2012,Suburban,3.4213884678680304,1.0121698238773897,7.824327201734675
AZ,2.0,2014,Suburban,4.558612358398103,1.0121698238773897,8.961551092264749
AZ,2.0,2016,Suburban,3.167774859905157,0.8378451293549095,6.812401172599014
AZ,3.0,2000,Suburban,3.311587243765937,,
AZ,3.0,2002,Suburban,6.4205045232454365,,
AZ,3.0,2004,Suburban,4.425287864975616,1.1909181770734556,9.605781935245147
AZ,3.0,2006,Suburban,5.267344047111125,1.1466381000894665,10.255219782500305
AZ,3.0,2008,Suburban,3.6342359564037054,1.1466381000894665,8.622111691792885
AZ,3.0,2010,Suburban,4.806051780401882,1.2363743815809891,10.184280340279184
AZ,3.0,2012,Suburban,5.927752551897473,1.0121698238773897,10.330691285764118
AZ,3.0,2014,Suburban,9.575975791933198,1.0121698238773897,13.978914525799842
AZ,3.0,2016,Suburban,6.620981891614527,0.8378451293549095,10.265608204308382
AZ,4.0,2000,Rural,4.555870923065008,,
AZ,4.0,2002,Rural,15.136607886172708,,
AZ,4.0,2004,Rural,9.088678233524499,1.1909181770734556,14.26917230379403
AZ,4.0,2006,Rural,12.843400418694854,1.1466381000894665,17.831276154084033
AZ,4.0,2008,Rural,8.036840878587444,1.1466381000894665,13.024716613976622
AZ,4.0,2010,Rural,10.880564048440272,1.2363743815809891,16.258792608317574
AZ,4.0,2012,Rural,4.102395799146701,1.0121698238773897,8.505334533013347
AZ,4.0,2014,Rural,5.708446788713259,1.0121698238773897,10.111385522579903
AZ,4.0,2016,Rural,3.511445556792365,0.8378451293549095,7.156071869486221
AZ,5.0,2000,Suburban,3.4769426547847946,,
AZ,5.0,2002,Suburban,5.888865333427555,,
AZ,5.0,2004,Suburban,3.7312458256687324,1.1909181770734556,8.911739895938263
AZ,5.0,2006,Suburban,4.950249987624375,1.1466381000894665,9.938125723013552
AZ,5.0,2008,Suburban,3.566779020205803,1.1466381000894665,8.554654755594981
AZ,5.0,2010,Suburban,4.7114252061248525,1.2363743815809891,10.089653766002154
AZ,5.0,2012,Suburban,3.662212195899055,1.0121698238773897,8.0651509297657
AZ,5.0,2014,Suburban,5.572179223572547,1.0121698238773897,9.975117957439192
AZ,5.0,2016,Suburban,3.123789531556522,0.8378451293549095,6.768415844250378
AZ,6.0,2000,Suburban,3.2894304022315497,,
AZ,6.0,2002,Suburban,6.396438463063766,,
AZ,6.0,2004,Suburban,3.912715150424334,1.1909181770734556,9.093209220693865
AZ,6.0,2006,Suburban,4.914343001484132,1.1466381000894665,9.90221873687331
AZ,6.0,2008,Suburban,2.9924351240065117,1.1466381000894665,7.98031085939569
AZ,6.0,2010,Suburban,4.009896424375358,1.2363743815809891,9.38812498425266
AZ,6.0,2012,Suburban,3.410908768423171,1.0121698238773897,7.813847502289816
AZ,6.0,2014,Suburban,5.005606279032516,1.0121698238773897,9.408545012899161
AZ,6.0,2016,Suburban,3.082196003008223,0.8378451293549095,6.72682231570208
AZ,7.0,2002,Urban,9.632241037199714,,
AZ,7.0,2004,Urban,5.700051870472021,1.1909181770734556,10.880545940741552
AZ,7.0,2006,Urban,7.603117278084015,1.1466381000894665,12.590993013473193
AZ,7.0,2008,Urban,5.089343423804895,1.1466381000894665,10.077219159194073
AZ,7.0,2010,Urban,6.283617352837681,1.2363743815809891,11.661845912714984
AZ,7.0,2012,Urban,7.823073372605162,1.0121698238773897,12.226012106471806
AZ,7.0,2014,Urban,13.801860490794159,1.0121698238773897,18.204799224660803
AZ,7.0,2016,Urban,6.296793043303046,0.8378451293549095,9.941419355996903
AZ,8.0,2002,Suburban,4.98932284910292,,
AZ,8.0,2004,Suburban,3.2919751521715512,1.1909181770734556,8.472469222441083
AZ,8.0,2006,Suburban,3.941352672237112,1.1466381000894665,8.92922840762629
AZ,8.0,2008,Suburban,3.046310004691317,1.1466381000894665,8.034185740080495
AZ,8.0,2010,Suburban,3.5263666433926466,1.2363743815809891,8.904595203269949
AZ,8.0,2012,Suburban,3.665810089042527,1.0121698238773897,8.068748822909171
AZ,8.0,2014,Suburban,5.890114032607671,1.0121698238773897,10.293052766474315
AZ,8.0,2016,Suburban,3.3448060179749874,0.8378451293549095,6.989432330668844
AZ,9.0,2012,Urban,3.99790509772879,1.0121698238773897,8.400843831595434
AZ,9.0,2014,Urban,6.170477965223186,1.0121698238773897,10.57341669908983
AZ,9.0,2016,Urban,3.6035127041840385,0.8378451293549095,7.248139016877895
CA,1.0,2000,Rural,4.178243884095514,,
CA,1.0,2002,Rural,5.399101589495508,,
CA,1.0,2004,Rural,3.5339310388697074,0.17639088290207453,4.301231379493731
CA,1.0,2006,Rural,4.586230302140852,0.19422405813592197,5.431104955032113
CA,1.0,2008,Rural,3.4426726156049465,0.19422405813592197,4.287547268496207
CA,1.0,2010,Rural,4.2627199563497475,0.21573418441907313,5.201163658572716
CA,1.0,2012,Rural,3.398898077243358,0.17716069950307753,4.169547120081745
CA,1.0,2014,Rural,4.62167008670253,0.17716069950307753,5.392319129540917
CA,1.0,2016,Rural,3.184348291278707,0.16114290930711891,3.885319946764674
CA,2.0,2000,Rural,3.9084485022825337,,
CA,2.0,2002,Rural,5.587060368187278,,
CA,2.0,2004,Rural,3.670681168304402,0.17639088290207453,4.437981508928426
CA,2.0,2006,Rural,4.757328664808137,0.19422405813592197,5.602203317699397
CA,2.0,2008,Rural,3.5418666345537426,0.19422405813592197,4.386741287445004
CA,2.0,2010,Rural,4.367956669869835,0.21573418441907313,5.306400372092803
CA,2.0,2012,Rural,3.149348399816078,0.17716069950307753,3.919997442654465
CA,2.0,2014,Rural,4.597193872860006,0.17716069950307753,5.367842915698393
CA,2.0,2016,Rural,3.0232853437173106,0.16114290930711891,3.724256999203278
CA,3.0,2000,Rural,4.344388353563701,,
CA,3.0,2002,Rural,5.130362511415057,,
CA,3.0,2004,Rural,3.4834345271063456,0.17639088290207453,4.25073486773037
CA,3.0,2006,Rural,4.38271631992076,0.19422405813592197,5.2275909728120205
CA,3.0,2008,Rural,3.1842468937671553,0.19422405813592197,4.029121546658416
CA,3.0,2010,Rural,3.8176973176858646,0.21573418441907313,4.756141019908832
CA,3.0,2012,Rural,4.274088764275456,0.17716069950307753,5.044737807113844
