STATE ABBREVIATION,D,,CANDIDATE NAME,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL VOTES ,GENERAL %,COMBINED PARTIES
AL,1,(I),"Callahan, H. L. ""Sonny""",R,Unopposed,,,,"151,188",91.26,
AL,1,,"Coffee, Dick",LBT,,,,,"14,031",8.47,
AL,1,,Scattered,W,,,,,450,0.27,
AL,1,,Total District Votes,,,,,,"165,669",,
AL,2,(I),"Everett, Terry",R,Unopposed,,,,"151,830",68.2,
AL,2,,"Woods, Charles",D,Unopposed,,,,"64,958",29.18,
AL,2,,"McGahan, Wallace B.",LBT,,,,,"4,111",1.85,
AL,2,,Scattered,W,,,,,"1,737",0.78,
AL,2,,Total District Votes,,,,,,"222,636",,
AL,3,(I),"Riley, Bob",R,Unopposed,,,,"147,317",86.9,
AL,3,,"Sophocleus, John",LBT,,,,,"21,119",12.46,
AL,3,,Scattered,W,,,,,"1,083",0.64,
AL,3,,Total District Votes,,,,,,"169,519",,
AL,4,(I),"Aderholt, Robert",R,Unopposed,,,,"140,009",60.58,
AL,4,,"Folsom, Marsha",D,Unopposed,,,,"86,400",37.38,
AL,4,,"Goodrich, Craig",LBT,,,,,"3,519",1.52,
AL,4,,Scattered,W,,,,,"1,178",0.51,
AL,4,,Total District Votes,,,,,,"231,106",,
AL,5,(I),"Cramer, Bud",D,Unopposed,,,,"186,059",88.8,
AL,5,,"Barksdale, Alan",LBT,,,,,"22,110",10.55,
AL,5,,Scattered,W,,,,,"1,345",0.64,
AL,5,,Total District Votes,,,,,,"209,514",,
AL,6,(I),"Bachus, Spencer",R,Unopposed,,,,"212,751",87.94,
AL,6,,"Reagin, Terry ",LBT,,,,,"28,189",11.65,
AL,6,,Scattered,W,,,,,977,0.4,
AL,6,,Total District Votes,,,,,,"241,917",,
AL,7,(I),"Hilliard, Earl F.",D,"36,249",50.08,,,"148,243",74.63,
AL,7,,"Davis, Artur",D,"30,973",42.79,,,,,
AL,7,,"Sowell, Wayne",D,"5,155",7.12,,,,,
AL,7,,Total Party Votes,D,"72,377",,,,,,
AL,7,,"Martin, Ed",R,"3,018",61.08,,,"46,134",23.22,
AL,7,,"Bethune, Milton",R,"1,923",38.92,,,,,
AL,7,,Total Party Votes,R,"4,941",,,,,,
AL,7,,"Hager, Ken",LBT,,,,,"3,829",1.93,
AL,7,,Scattered,W,,,,,427,0.21,
AL,7,,Total District Votes,,"77,318",,,,"198,633",,
AL,,,Total State Votes,,"77,318",,,,"1,438,994",,
AK,0,(I),"Young, Don E.",R,"33,792",100,,,"190,862",69.56,
AK,0,,Total Party Votes,R,"33,792",,,,,,
AK,0,,"Greene, Clifford Mark",D,"11,688",32.47,,,"45,372",16.54,
AK,0,,"Miles, Dae",D,"5,430",15.08,,,,,
AK,0,,"Vondersaar, Frank",D,"4,095",11.38,,,,,
AK,0,,Total Party Votes,D,"21,213",,,,,,
AK,0,,"Young, Anna C.",GRN,"7,198",20,,,"22,440",8.18,
AK,0,,Total Party Votes,GRN,"7,198",,,,,,
AK,0,,"Dore, Jim",AKI,"5,725",15.9,,,"10,085",3.68,
AK,0,,Total Party Votes,AKI,"5,725",,,,,,
AK,0,,"Karpinski, Leonard J. ""Len""",LBT,"1,862",5.17,,,"4,802",1.75,
AK,0,,Total Party Votes,LBT,"1,862",,,,,,
AK,0,,Scattered,W,,,,,832,0.3,
AK,0,,Total District Votes,,"69,790",,,,"274,393",,
AK,,,Total State Votes,,"69,790",,,,"274,393",,
AS,0,(I),"Faleomavaega, Eni F.H.",D,"5,491",46.12,,,"5,500",61.08,
AS,0,,Total Party Votes,I,"5,491",,,,,,
AS,0,,"Hannemann, Gus",I,"3,648",30.64,,,"3,505",38.92,
AS,0,,Total Party Votes,I,"3,904",,,,,,
AS,0,,"Coleman, Aumua Amata",R,"2,510",21.08,,,,,
AS,0,,"Pene, Seigafolava R.",I,256,2.15,,,,,
AS,0,,Total Party Votes,I,"2,510",,,,,,
AS,0,,Total District Votes,,"11,905",,,,"9,005",,
AS,,,Total State Votes,,"11,905",,,,"9,005",,
AZ,1,,"Flake, Jeff",R,"16,745",31.8,,,"123,289",53.61,
AZ,1,,"DiCiccio, Sal",R,"12,490",23.72,,,,,
AZ,1,,"Smith, Susan Bitter",R,"11,763",22.34,,,,,
AZ,1,,"Liddy, Tom",R,"10,898",20.7,,,,,
AZ,1,,"Tollefson, Bert",R,764,1.45,,,,,
AZ,1,,Total Party Votes,R,"52,660",,,,,,
AZ,1,,"Mendoza, David",D,"15,573",100,,,"97,455",42.38,
AZ,1,,Total Party Votes,D,"15,573",,,,,,
AZ,1,,"Burroughs, Jon",LBT,313,100,,,"9,227",4.01,
AZ,1,,Total Party Votes,LBT,313,,,,,,
AZ,1,,Total District Votes,,"68,546",,,,"229,971",,
AZ,2,(I),"Pastor, Ed",D,"26,354",100,,,"84,034",68.54,
AZ,2,,Total Party Votes,D,"26,354",,,,,,
AZ,2,,"Barenholtz, Bill",R,"10,730",100,,,"32,990",26.91,
AZ,2,,Total Party Votes,R,"10,730",,,,,,
AZ,2,,"Weber, Geoffrey",LBT,171,100,,,"3,169",2.58,
AZ,2,,Total Party Votes,LBT,171,,,,,,
AZ,2,,"Shelor, Barbara",NL,12,100,,,"2,412",1.97,
AZ,2,,Total Party Votes,NL,12,,,,,,
AZ,2,,Total District Votes,,"37,267",,,,"122,605",,
AZ,3,(I),"Stump, Bob",R,"60,143",82.88,,,"198,367",65.69,
AZ,3,,"Hensley, Dick",R,"12,427",17.12,,,,,
AZ,3,,Total Party Votes,R,"72,570",,,,,,
AZ,3,,"Scharer, Gene",D,"20,471",100,,,"94,676",31.35,
AZ,3,,Total Party Votes,D,"20,471",,,,,,
AZ,3,,"Carlson, Edward R.",LBT,290,100,,,"8,927",2.96,
AZ,3,,Total Party Votes,LBT,290,,,,,,
AZ,3,,Total District Votes,,"93,331",,,,"301,970",,
AZ,4,(I),"Shadegg, John",R,"35,985",100,,,"140,396",63.96,
AZ,4,,Total Party Votes,R,"35,985",,,,,,
AZ,4,,"Jankowski, Ben",D,"11,413",100,,,"71,803",32.71,
AZ,4,,Total Party Votes,D,"11,413",,,,,,
AZ,4,,"Hancock, Ernest",LBT,152,69.09,,,"7,298",3.32,
AZ,4,,"Gaudreau, Edward",LBT,68,30.91,,,,,
AZ,4,,Total Party Votes,LBT,220,,,,,,
AZ,4,,Total District Votes,,"47,618",,,,"219,497",,
AZ,5,(I),"Kolbe, Jim",R,"35,263",78.82,,,"172,986",60.15,
AZ,5,,"Sweeney, Joseph",R,"9,477",21.18,,,,,
AZ,5,,Total Party Votes,R,"44,740",,,,,,
AZ,5,,"Cunningham, George",D,"23,388",52.45,,,"101,564",35.31,
AZ,5,,"Ryan, Mary Judge",D,"21,201",47.55,,,,,
AZ,5,,Total Party Votes,D,"44,589",,,,,,
AZ,5,,"Green, Michael Jay",GRN,235,100,,,"9,010",3.13,
AZ,5,,Total Party Votes,GRN,235,,,,,,
AZ,5,,"Nost, Aage",LBT,331,100,,,"4,049",1.41,
AZ,5,,Total Party Votes,LBT,331,,,,,,
AZ,5,,Total District Votes,,"89,895",,,,"287,609",,
AZ,6,(I),"Hayworth, J.D.",R,"46,743",100,,,"186,687",61.41,
AZ,6,,Total Party Votes,R,"46,743",,,,,,
AZ,6,,"Nelson, Larry",D,"24,257",57.09,,,"108,317",35.63,
AZ,6,,"Harris, Kevin B.",D,"18,231",42.91,,,,,
AZ,6,,Total Party Votes,D,"42,488",,,,,,
AZ,6,,"Duncan, Richard",W/LBT,26,100,,,"9,000",2.96,
AZ,6,,Total Party Votes,LBT,26,,,,,,
AZ,6,,Total District Votes,,"89,257",,,,"304,004",,
AZ,,,Total State Votes,,"425,914",,,,"1,465,656",,
AR,1,(I),"Berry,  Marion",D,Unopposed,,,,"120,266",60.15,
AR,1,,"Myshka,  Susan",R,"3,250",64.1,,,"79,437",39.73,
AR,1,,"Sutfin,  Jason",R,"1,820",35.9,,,,,
AR,1,,Total Party Votes,R,"5,070",,,,,,
AR,1,,"Moody, George",W,,,,,253,0.13,
AR,1,,Total District Votes,,"5,070",,,,"199,956",,
AR,2,(I),"Snyder,  Vic",D,Unopposed,,,,"126,957",57.54,
AR,2,,"Thomas,  Bob",R,"6,330",58.84,,,"93,692",42.46,
AR,2,,"Martin,  Rod",R,"4,427",41.15,,,,,
AR,2,,Total Party Votes,R,"10,757",,,,,,
AR,2,,Total District Votes,,"10,757",,,,"220,649",,
AR,3,(I),"Hutchinson,  Asa",R,Unopposed,,,,Unopposed,,
AR,4,,"Ross,  Mike",D,"41,668",44.74,"28,286",58.11,"108,143",50.97,
AR,4,,"Graham,  Dewayne",D,"20,575",22.09,"20,392",41.89,,,
AR,4,,"Smith,  Judy",D,"20,341",21.84,,,,,
AR,4,,"Harris,  Bruce Carleton",D,"10,539",11.32,,,,,
AR,4,,Total Party Votes,D,"93,123",,"48,678",,,,
AR,4,(I),"Dickey,  Jay",R,Unopposed,,,,"104,017",49.03,
AR,4,,Total District Votes,,"93,123",,"48,678",,"212,160",,
AR,,,Total State Votes,,"108,950",,"48,678",,"632,765",,
CA,1,(I),"Thompson, Mike ",D,"112,185",100,,,"155,638",65.03,
CA,1,,Total Party Votes,D,"112,185",,,,,,
CA,1,,"Chase, Russel J. ""Jim"" ",R,"21,456",42.66,,,"66,987",27.99,
CA,1,,"Hitt, Kenneth A. ",R,"14,489",28.81,,,,,
CA,1,,"Wiesner, Lawrence R. ",R,"14,351",28.53,,,,,
CA,1,,Total Party Votes,R,"50,296",,,,,,
CA,1,,"Kreier, Cheryl ",NL,"4,375",100,,,"7,173",3,
CA,1,,Total Party Votes,NL,"4,375",,,,,,
CA,1,,"Rossi, Emil P. ",LBT,"4,394",100,,,"6,376",2.66,
CA,1,,Total Party Votes,LBT,"4,394",,,,,,
CA,1,,"Elizondo, Pamela ",REF,"2,327",100,,,"3,161",1.32,
CA,1,,Total Party Votes,REF,"2,327",,,,,,
CA,1,,Total District Votes,,"173,577",,,,"239,335",,
CA,2,(I),"Herger, Wally ",R,"120,375",100,,,"168,172",65.73,
CA,2,,Total Party Votes,R,"120,375",,,,,,
CA,2,,"Morgan, Stan ",D,"48,858",100,,,"72,075",28.17,
CA,2,,Total Party Votes,D,"48,858",,,,,,
CA,2,,"McDermott, John ",NL,"11,647",100,,,"8,910",3.48,
CA,2,,Total Party Votes,NL,"11,647",,,,,,
CA,2,,"Martin, Charles R. ",LBT,"4,634",100,,,"6,699",2.62,
CA,2,,Total Party Votes,LBT,"4,634",,,,,,
CA,2,,Total District Votes,,"185,514",,,,"255,856",,
CA,3,(I),"Ose, Doug ",R,"101,571",100,,,"129,254",56.15,
CA,3,,Total Party Votes,R,"101,571",,,,,,
CA,3,,"Kent, Bob ",D,"58,250",100,,,"93,067",40.43,
CA,3,,Total Party Votes,D,"58,250",,,,,,
CA,3,,"Tuma, Douglas Arthur ",LBT,"4,222",100,,,"5,227",2.27,
CA,3,,Total Party Votes,LBT,"4,222",,,,,,
CA,3,,"Jones, Channing E. ",NL,"2,048",100,,,"2,634",1.14,
CA,3,,Total Party Votes,NL,"2,048",,,,,,
CA,3,,Total District Votes,,"166,091",,,,"230,182",,
CA,4,(I),"Doolittle, John T. ",R,"149,735",100,,,"197,503",63.42,
CA,4,,Total Party Votes,R,"149,735",,,,,,
CA,4,,"Norberg, Mark A. ",D,"63,130",100,,,"97,974",31.46,
CA,4,,Total Party Votes,D,"63,130",,,,,,
CA,4,,"Frey, William Fritz ",LBT,"7,020",100,,,"9,494",3.05,
CA,4,,Total Party Votes,LBT,"7,020",,,,,,
CA,4,,"Ray, Robert E. ",NL,"6,393",100,,,"6,452",2.07,
CA,4,,Total Party Votes,NL,"6,393",,,,,,
CA,4,,Total District Votes,,"226,278",,,,"311,423",,
CA,5,(I),"Matsui, Robert T. ",D,"112,132",100,,,"147,025",68.68,
CA,5,,Total Party Votes,D,"112,132",,,,,,
CA,5,,"Payne, Ken ",R,"38,158",100,,,"55,945",26.14,
CA,5,,Total Party Votes,R,"38,158",,,,,,
CA,5,,"Adams, Ken ",GRN,"3,428",100,,,"6,195",2.89,
CA,5,,Total Party Votes,GRN,"3,428",,,,,,
CA,5,,"Lang, Cullene ",LBT,"2,815",100,,,"2,919",1.36,
CA,5,,Total Party Votes,LBT,"2,815",,,,,,
CA,5,,"Kersey, Charles ",NL,"1,838",100,,,"1,975",0.92,
CA,5,,Total Party Votes,NL,"1,838",,,,,,
CA,5,,Total District Votes,,"158,371",,,,"214,059",,
CA,6,(I),"Woolsey, Lynn ",D,"135,941",100,,,"182,116",64.32,
CA,6,,Total Party Votes,D,"135,941",,,,,,
CA,6,,"McAuliffe, Ken ",R,"57,478",100,,,"80,169",28.32,
CA,6,,Total Party Votes,R,"57,478",,,,,,
CA,6,,"Moscoso, Justin ""Justo"" ",GRN,"4,781",100,,,"13,248",4.68,
CA,6,,Total Party Votes,GRN,"4,781",,,,,,
CA,6,,"Barton, Richard O. ",LBT,"4,043",100,,,"4,691",1.66,
CA,6,,Total Party Votes,LBT,"4,043",,,,,,
CA,6,,"Barreca, Alan ",NL,"2,591",100,,,"2,894",1.02,
CA,6,,Total Party Votes,NL,"2,591",,,,,,
CA,6,,Total District Votes,,"204,834",,,,"283,118",,
CA,7,(I),"Miller, George ",D,"98,451",100,,,"159,692",76.48,
CA,7,,Total Party Votes,D,"98,451",,,,,,
CA,7,,"Hoffman, Christopher A. ",R,"18,926",64.31,,,"44,154",21.15,
CA,7,,"Mraovich, Nicholas ""Nick"" ",R,"10,503",35.69,,,,,
CA,7,,Total Party Votes,R,"29,429",,,,,,
CA,7,,"Sproul, Martin ",NL,"2,792",100,,,"4,943",2.37,
CA,7,,Total Party Votes,NL,"2,792",,,,,,
CA,7,,Total District Votes,,"130,672",,,,"208,789",,
CA,8,(I),"Pelosi, Nancy ",D,"109,246",100,,,"181,847",84.41,
CA,8,,Total Party Votes,D,"109,246",,,,,,
CA,8,,"Sparks, Adam ",R,"13,501",100,,,"25,298",11.74,
CA,8,,Total Party Votes,R,"13,501",,,,,,
CA,8,,"Bauman, Erik ",LBT,"3,575",100,,,"5,645",2.62,
CA,8,,Total Party Votes,LBT,"3,575",,,,,,
CA,8,,"Smithstein, David ",NL,"1,389",100,,,"2,638",1.22,
CA,8,,Total Party Votes,NL,"1,389",,,,,,
CA,8,,Total District Votes,,"127,711",,,,"215,428",,
CA,9,(I),"Lee, Barbara ",D,"117,173",100,,,"182,352",84.95,
CA,9,,Total Party Votes,D,"117,173",,,,,,
CA,9,,"Washington, Arneze ",R,"13,563",100,,,"21,033",9.8,
CA,9,,Total Party Votes,R,"13,563",,,,,,
CA,9,,"Foldvary, Fred E. ",LBT,"4,565",100,,,"7,051",3.28,
CA,9,,Total Party Votes,LBT,"4,565",,,,,,
CA,9,,"Jefferds, Ellen ",NL,"2,333",100,,,"4,214",1.96,
CA,9,,Total Party Votes,NL,"2,333",,,,,,
CA,9,,Total District Votes,,"137,634",,,,"214,650",,
CA,10,(I),"Tauscher, Ellen O. ",D,"110,702",100,,,"160,429",52.63,
CA,10,,Total Party Votes,D,"110,702",,,,,,
CA,10,,"Hutchison, Claude B. Jr.",R,"36,257",41.28,,,"134,863",44.24,
CA,10,,"Blake, Gordon ",R,"30,532",34.76,,,,,
CA,10,,"Kilian, Dennis M. ",R,"21,039",23.95,,,,,
CA,10,,Total Party Votes,R,"87,828",,,,,,
CA,10,,"Janlois, Valerie ",NL,"5,324",100,,,"9,527",3.12,
CA,10,,Total Party Votes,NL,"5,324",,,,,,
CA,10,,Total District Votes,,"203,854",,,,"304,819",,
CA,11,(I),"Pombo, Richard W. ",R,"87,160",100,,,"120,635",57.83,
CA,11,,Total Party Votes,R,"87,160",,,,,,
CA,11,,"Santos, Tom Y. ",D,"30,817",61.67,,,"79,539",38.13,
CA,11,,"Figueroa, Robert L. ",D,"19,152",38.33,,,,,
CA,11,,Total Party Votes,D,"49,969",,,,,,
CA,11,,"Russow, Kathryn A. ",LBT,"3,273",100,,,"5,036",2.41,
CA,11,,Total Party Votes,LBT,"3,273",,,,,,
CA,11,,"Kurey, Jon A. ",NL,"2,388",100,,,"3,397",1.63,
CA,11,,Total Party Votes,NL,"2,388",,,,,,
CA,11,,Total District Votes,,"142,790",,,,"208,607",,
CA,12,(I),"Lantos, Tom ",D,"103,807",100,,,"158,404",74.52,
CA,12,,Total Party Votes,D,"103,807",,,,,,
CA,12,,"Garza, Mike ",R,"14,165",47.01,,,"44,162",20.78,
CA,12,,"Evans, Bob ",R,"8,274",27.46,,,,,
CA,12,,"Williams, James D. Jr.",R,"7,694",25.53,,,,,
CA,12,,Total Party Votes,R,"30,133",,,,,,
CA,12,,"Less, Barbara J. ",LBT,"4,098",100,,,"6,431",3.02,
CA,12,,Total Party Votes,LBT,"4,098",,,,,,
CA,12,,"Young, Rifkin ",NL,"1,788",100,,,"3,559",1.67,
CA,12,,Total Party Votes,NL,"1,788",,,,,,
CA,12,,Total District Votes,,"139,826",,,,"212,556",,
CA,13,(I),"Stark, Fortney Pete ",D,"77,905",100,,,"129,012",70.44,
CA,13,,Total Party Votes,D,"77,905",,,,,,
CA,13,,"Goetz, James R. ""Jim"" ",R,"22,488",74.4,,,"44,499",24.3,
CA,13,,"Duffy, Saundra ",R,"7,736",25.6,,,,,
CA,13,,Total Party Votes,R,"30,224",,,,,,
CA,13,,"Mora, Howard ",LBT,"2,421",100,,,"4,623",2.52,
CA,13,,Total Party Votes,LBT,"2,421",,,,,,
CA,13,,"Hoehner, Timothy R. ",NL,"1,400",100,,,"2,647",1.44,
CA,13,,Total Party Votes,NL,"1,400",,,,,,
CA,13,,"Grundmann, Don J. ",AIP,"1,373",100,,,"2,365",1.29,
CA,13,,Total Party Votes,AIP,"1,373",,,,,,
CA,13,,Total District Votes,,"113,323",,,,"183,146",,
CA,14,(I),"Eshoo, Anna G. ",D,"111,136",100,,,"161,720",70.23,
CA,14,,Total Party Votes,D,"111,136",,,,,,
CA,14,,"Quraishi, Bill ",R,"17,817",43.53,,,"59,338",25.77,
CA,14,,"Delue, Craig L. ",R,"11,662",28.49,,,,,
CA,14,,"Manzler, Henry E. (Bud) ",R,"11,453",27.98,,,,,
CA,14,,Total Party Votes,R,"40,932",,,,,,
CA,14,,"Dehn, Joseph W. III",LBT,"3,193",100,,,"4,715",2.05,
CA,14,,Total Party Votes,LBT,"3,193",,,,,,
CA,14,,"Black, John ",NL,"2,121",100,,,"4,489",1.95,
CA,14,,Total Party Votes,NL,"2,121",,,,,,
CA,14,,Total District Votes,,"157,382",,,,"230,262",,
CA,15,,"Honda, Mike ",D,"62,876",66.58,,,"128,545",54.26,
CA,15,,"Peacock, Bill ",D,"22,499",23.82,,,,,
CA,15,,"Lane, Dick ",D,"3,968",4.2,,,,,
CA,15,,"Parker, Robin ",D,"3,646",3.86,,,,,
CA,15,,"Vlakancic, Connor ",D,"1,449",1.53,,,,,
CA,15,,Total Party Votes,D,"94,438",,,,,,
CA,15,,"Cunneen, Jim ",R,"53,282",86.05,,,"99,866",42.15,
CA,15,,"Mead, Dale C. ",R,"8,638",13.95,,,,,
CA,15,,Total Party Votes,R,"61,920",,,,,,
CA,15,,"Wimmers, Ed ",LBT,"2,566",100,,,"4,820",2.03,
CA,15,,Total Party Votes,LBT,"2,566",,,,,,
CA,15,,"Gorney, Douglas C. ",NL,"1,350",100,,,"3,591",1.52,
CA,15,,Total Party Votes,NL,"1,350",,,,,,
CA,15,,"Kronzer, Phillip",W,,,,,82,0.03,
CA,15,,Total District Votes,,"160,274",,,,"236,904",,
CA,16,(I),"Lofgren, Zoe ",D,"72,515",100,,,"115,118",72.06,
CA,16,,Total Party Votes,D,"72,515",,,,,,
CA,16,,"Thayn, Horace ""Gene"" ",R,"23,652",100,,,"37,213",23.3,
CA,16,,Total Party Votes,R,"23,652",,,,,,
CA,16,,"Umphress, Dennis Michael ",LBT,"2,914",100,,,"4,742",2.97,
CA,16,,Total Party Votes,LBT,"2,914",,,,,,
CA,16,,"Klein, Edward J. ",NL,"1,764",100,,,"2,673",1.67,
CA,16,,Total Party Votes,NL,"1,764",,,,,,
CA,16,,Total District Votes,,"100,845",,,,"159,746",,
CA,17,(I),"Farr, Sam ",D,"83,275",82.2,,,"143,219",68.6,
CA,17,,"Grossman, Joe ",D,"8,104",8,,,,,
CA,17,,"Whitmore, Debra ",D,"7,661",7.56,,,,,
CA,17,,"Dunn, Art ",D,"2,271",2.24,,,,,
CA,17,,Total Party Votes,D,"101,311",,,,,,
CA,17,,"Engler, Clint ",R,"21,258",54.2,,,"51,557",24.7,
CA,17,,"Roberts, Rob ",R,"11,467",29.24,,,,,
CA,17,,"Dooley, Carole ",R,"6,495",16.56,,,,,
CA,17,,Total Party Votes,R,"39,220",,,,,,
CA,17,,"Coffin, E. Craig ",GRN,"2,790",100,,,"8,215",3.94,
CA,17,,Total Party Votes,GRN,"2,790",,,,,,
CA,17,,"Garrett, Rick S. ",LBT,"1,696",100,,,"2,510",1.2,
CA,17,,Total Party Votes,LBT,"1,696",,,,,,
CA,17,,"Fenton, Larry ",REF,"1,152",100,,,"2,263",1.08,
CA,17,,Total Party Votes,REF,"1,152",,,,,,
CA,17,,"Hartley, Scott R. ",NL,662,100,,,996,0.48,
CA,17,,Total Party Votes,NL,662,,,,,,
CA,17,,Total District Votes,,"146,831",,,,"208,760",,
CA,18,(I),"Condit, Gary A. ",D,"80,543",92.91,,,"121,003",67.1,
CA,18,,"McAfee, Rodger ",D,"6,142",7.08,,,,,
CA,18,,Total Party Votes,D,"86,685",,,,,,
CA,18,,"Wilson, Steve R. ",R,"35,335",100,,,"56,465",31.31,
CA,18,,Total Party Votes,R,"35,335",,,,,,
CA,18,,"Riskin, Page Roth ",NL,"1,262",100,,,"2,860",1.58,
CA,18,,Total Party Votes,NL,"1,262",,,,,,
CA,18,,Total District Votes,,"123,282",,,,"180,328",,
CA,19,(I),"Radanovich, George ",R,"109,723",100,,,"144,517",64.92,
CA,19,,Total Party Votes,R,"109,723",,,,,,
CA,19,,"Rosenberg, Dan ",D,"33,921",68.43,,,"70,578",31.7,
CA,19,,"Hernandez, John S. ",D,"15,647",31.57,,,,,
CA,19,,Total Party Votes,D,"49,568",,,,,,
CA,19,,"Taylor, Elizabeth ",LBT,"3,256",100,,,"4,264",1.92,
CA,19,,Total Party Votes,LBT,"3,256",,,,,,
CA,19,,"Miller, Bob ",NL,"1,220",100,,,"1,990",0.89,
CA,19,,Total Party Votes,NL,"1,220",,,,,,
CA,19,,"Kaiser, Edmon V. ",AIP,"1,147",100,,,"1,266",0.57,
CA,19,,Total Party Votes,AIP,"1,147",,,,,,
CA,19,,Total District Votes,,"164,914",,,,"222,615",,
CA,20,(I),"Dooley, Cal ",D,"43,608",100,,,"66,235",52.34,
CA,20,,Total Party Votes,D,"43,608",,,,,,
CA,20,,"Rodriguez, Rich ",R,"38,661",100,,,"57,563",45.49,
CA,20,,Total Party Votes,R,"38,661",,,,,,
CA,20,,"Ruehlig, Walter Kenneth ",NL,999,100,,,"1,416",1.12,
CA,20,,Total Party Votes,NL,999,,,,,,
CA,20,,"Kriegbaum, Arnold ",LBT,"1,144",100,,,"1,320",1.04,
CA,20,,Total Party Votes,LBT,"1,144",,,,,,
CA,20,,Total District Votes,,"84,412",,,,"126,534",,
CA,21,(I),"Thomas, Bill ",R,"98,088",100,,,"142,539",71.59,
CA,21,,Total Party Votes,R,"98,088",,,,,,
CA,21,,"Martinez, Pedro ""Pete"" Jr.",D,"29,511",100,,,"49,318",24.77,
CA,21,,Total Party Votes,D,"29,511",,,,,,
CA,21,,"Manion, James R. S. ",LBT,"5,430",100,,,"7,243",3.64,
CA,21,,Total Party Votes,LBT,"5,430",,,,,,
CA,21,,Total District Votes,,"133,029",,,,"199,100",,
CA,22,(I),"Capps, Lois ",D,"105,850",100,,,"135,538",53.14,
CA,22,,Total Party Votes,D,"105,850",,,,,,
CA,22,,"Stoker, Mike ",R,"73,256",89.73,,,"113,094",44.34,
CA,22,,"Rowe, Allen ",R,"8,385",10.27,,,,,
CA,22,,Total Party Votes,R,"81,641",,,,,,
CA,22,,"Porter, Richard D. ""Dick"" ",REF,"1,330",100,,,"2,490",0.98,
CA,22,,Total Party Votes,REF,"1,330",,,,,,
CA,22,,"Furcinite, Joe ",LBT,"1,462",100,,,"2,060",0.81,
CA,22,,Total Party Votes,LBT,"1,462",,,,,,
CA,22,,"Aguirre, J. Carlos ",NL,"1,244",100,,,"1,888",0.74,
CA,22,,Total Party Votes,NL,"1,244",,,,,,
CA,22,,Total District Votes,,"191,527",,,,"255,070",,
CA,23,(I),"Gallegly, Elton ",R,"92,010",100,,,"119,479",54.05,
CA,23,,Total Party Votes,R,"92,010",,,,,,
CA,23,,"Case, Michael ",D,"36,221",80.48,,,"89,918",40.68,
CA,23,,"Goldberg, Albert Maxwell ",D,"8,786",19.52,,,,,
CA,23,,Total Party Votes,D,"45,007",,,,,,
CA,23,,"Savitch, Cary ",REF,"4,306",100,,,"6,473",2.93,
CA,23,,Total Party Votes,REF,"4,306",,,,,,
CA,23,,"Peebles, Roger ",LBT,"2,994",100,,,"3,708",1.68,
CA,23,,Total Party Votes,LBT,"2,994",,,,,,
CA,23,,"Hospodar, Stephen P. ",NL,"1,247",100,,,"1,456",0.66,
CA,23,,Total Party Votes,NL,"1,247",,,,,,
CA,23,,Total District Votes,,"145,564",,,,"221,034",,
CA,24,(I),"Sherman, Brad ",D,"99,236",100,,,"155,398",66,
CA,24,,"Kennedy, John M.",W(D),2,0,,,,,
CA,24,,Total Party Votes,D,"99,238",,,,,,
CA,24,,"Doyle, Jerry ",R,"43,762",100,,,"70,169",29.8,
CA,24,,Total Party Votes,R,"43,762",,,,,,
CA,24,,"Ros, Juan Carlos ",LBT,"4,981",100,,,"6,966",2.96,
CA,24,,Total Party Votes,LBT,"4,981",,,,,,
CA,24,,"Cuddehe, Michael ",NL,"1,884",100,,,"2,911",1.24,
CA,24,,Total Party Votes,NL,"1,884",,,,,,
CA,24,,Total District Votes,,"149,865",,,,"235,444",,
CA,25,(I),"McKeon, Howard P. ""Buck"" ",R,"92,342",92.17,,,"138,628",62.23,
CA,25,,"Meyers, Hal Brent ",R,"7,842",7.83,,,,,
CA,25,,Total Party Votes,R,"100,184",,,,,,
CA,25,,"Gold, Sid ",D,"39,748",100,,,"73,921",33.18,
CA,25,,Total Party Votes,D,"39,748",,,,,,
CA,25,,"Acker, Bruce R. ",LBT,"4,103",100,,,"7,219",3.24,
CA,25,,Total Party Votes,LBT,"4,103",,,,,,
CA,25,,"Small, Mews ",NL,"1,896",100,,,"3,010",1.35,
CA,25,,Total Party Votes,NL,"1,896",,,,,,
CA,25,,Total District Votes,,"145,931",,,,"222,778",,
CA,26,(I),"Berman, Howard L. ",D,"60,896",100,,,"96,500",84.07,
CA,26,,Total Party Votes,D,"60,896",,,,,,
CA,26,,"Farley, Bill ",LBT,"8,190",100,,,"13,052",11.37,
CA,26,,Total Party Votes,LBT,"8,190",,,,,,
CA,26,,"Cossak, David L. ",NL,"2,887",100,,,"5,229",4.56,
CA,26,,Total Party Votes,NL,"2,887",,,,,,
CA,26,,"Edwards, Robert",W,,,,,5,0,
CA,26,,Total District Votes,,"71,973",,,,"114,786",,
CA,27,,"Schiff, Adam ",D,"70,449",100,,,"113,708",52.7,
CA,27,,Total Party Votes,D,"70,449",,,,,,
CA,27,(I),"Rogan, James E. ",R,"68,179",100,,,"94,518",43.8,
CA,27,,Total Party Votes,R,"68,179",,,,,,
CA,27,,"Hospodar, Miriam R. ",NL,"2,799",100,,,"3,873",1.79,
CA,27,,Total Party Votes,NL,"2,799",,,,,,
