STATE ABBREVIATION,D,,CANDIDATE NAME,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL VOTES ,GENERAL %,COMBINED PARTIES
OK,2,,"Ewing, Andy",R,"16,639",59.89,,,"81,672",41.79,
OK,2,,"Ross, Jack",R,"7,758",27.92,,,,,
OK,2,,"Money, Steve",R,"1,639",5.9,,,,,
OK,2,,"Troutt, Eric",R,815,2.93,,,,,
OK,2,,"Gorham, Terry",R,468,1.68,,,,,
OK,2,,"Rogers, Tennie",R,266,0.96,,,,,
OK,2,,"Detro, Mark",R,197,0.71,,,,,
OK,2,,Total Party Votes,R,"27,782",,,,,,
OK,2,,"Mavis, Neil",LBT,Unopposed,,,,"6,467",3.31,
OK,2,,Total District Votes,,"116,532",,"62,391",,"195,412",,
OK,3,(I),"Watkins, Wes",R,Unopposed,,,,"137,826",86.56,
OK,3,,"Yandell, Argus W. Jr.",I,,,,,"14,660",9.21,
OK,3,,"White, R.C. Sevier",LBT,Unopposed,,,,"6,730",4.23,
OK,3,,Total District Votes,,,,,,"159,216",,
OK,4,(I),"Watts, J.C. Jr.",R,"21,960",80.96,,,"114,000",64.89,
OK,4,,"Odom, James",R,"5,163",19.04,,,,,
OK,4,,Total Party Votes,R,"27,123",,,,,,
OK,4,,"Weatherford, Larry",D,Unopposed,,,,"54,808",31.2,
OK,4,,"Ducey, Susan",REF,Unopposed,,,,"4,897",2.79,
OK,4,,"Johnson, Keith B.",LBT,Unopposed,,,,"1,979",1.13,
OK,4,,Total District Votes,,"27,123",,,,"175,684",,
OK,5,(I),"Istook, Ernest",R,"39,976",84.78,,,"134,159",68.44,
OK,5,,"Hillian, Phillip A.",R,"7,179",15.22,,,,,
OK,5,,Total Party Votes,R,"47,155",,,,,,
OK,5,,"McWatters, Garland",D,Unopposed,,,,"53,275",27.18,
OK,5,,"Maguire, Bill",I,,,,,"5,930",3.02,
OK,5,,"Murphy, Robert T.",LBT,Unopposed,,,,"2,658",1.36,
OK,5,,Total District Votes,,"47,155",,,,"196,022",,
OK,6,(I),"Lucas, Frank D.",R,Unopposed,,,,"95,635",59.34,
OK,6,,"Beutler, Randy",D,"33,771",69,,,"63,106",39.15,
OK,6,,"Mooneyham, Bob",D,"15,173",31,,,,,
OK,6,,Total Party Votes,D,"48,944",,,,,,
OK,6,,"Cristiano, Joseph V.",LBT,Unopposed,,,,"2,435",1.51,
OK,6,,Total District Votes,,"48,944",,,,"161,176",,
OK,,,Total State Votes,,"315,929",,"62,391",,"1,087,515",,
OR,1,(I),"Wu, David",D,"61,578",99.26,,,"176,902",58.28,
OR,1,,Miscellaneous,W(D),459,0.74,,,,,
OR,1,,Total Party Votes,D,"62,037",,,,,,
OR,1,,"Starr, Charles",R,"36,779",61.42,,,"115,303",37.99,
OR,1,,"Schlenker, Alice L.",R,"22,893",38.23,,,,,
OR,1,,Scattered,W(R),204,0.34,,,,,
OR,1,,Total Party Votes,R,"59,876",,,,,,
OR,1,,"King, Beth A.",LBT,,,,,"10,858",3.58,
OR,1,,Scattered,W,,,,,458,0.15,
OR,1,,Total District Votes,,"121,913",,,,"303,521",,
OR,2,(I),"Walden, Greg",R,"79,985",99.37,,,"220,086",73.63,
OR,2,,Scattered,W(R),506,0.63,,,,,
OR,2,,Total Party Votes,R,"80,491",,,,,,
OR,2,,"Ponsford, Walter",D,"46,145",96.9,,,"78,101",26.13,
OR,2,,Scattered,W(D),"1,478",3.1,,,,,
OR,2,,Total Party Votes,D,"47,623",,,,,,
OR,2,,Scattered,W,,,,,720,0.24,
OR,2,,Total District Votes,,"128,114",,,,"298,907",,
OR,3,(I),"Blumenauer, Earl",D,"70,388",88.09,,,"181,049",66.77,
OR,3,,"Sweeney, John",D,"9,237",11.56,,,,,
OR,3,,Scattered,W(D),277,0.35,,,,,
OR,3,,Total Party Votes,D,"79,902",,,,,,
OR,3,,"Pollock, Jeffery L.",R,"24,609",97.19,,,"64,128",23.65,
OR,3,,Scattered,W(R),712,2.81,,,,,
OR,3,,Total Party Votes,R,"25,321",,,,,,
OR,3,,"Arrow, Tre",PG,,,,,"15,763",5.81,
OR,3,,"Knight, Bruce Alexander",LBT,,,,,"4,942",1.82,
OR,3,,"Brown, Walter F. (Walt)",SOC,,,,,"4,703",1.73,
OR,3,,Scattered,W,,,,,576,0.21,
OR,3,,Total District Votes,,"105,223",,,,"271,161",,
OR,4,(I),"DeFazio, Peter A.",D,"78,361",99.41,,,"197,998",68.02,
OR,4,,Scattered,W(D),465,0.59,,,,,
OR,4,,Total Party Votes,D,"78,826",,,,,,
OR,4,,"Lindsey, John",R,"36,725",68.67,,,"88,950",30.56,
OR,4,,"Robinson, Wendell",R,"16,704",30.36,,,,,
OR,4,,Scattered,W(R),525,0.97,,,,,
OR,4,,Total Party Votes,R,"53,954",,,,,,
OR,4,,"Duemler, David",SOC,,,,,"3,696",1.27,
OR,4,,Scattered,W,,,,,421,0.14,
OR,4,,Total District Votes,,"132,780",,,,"291,065",,
OR,5,(I),"Hooley, Darlene",D,"58,866",98.95,,,"156,315",56.77,
OR,5,,Scattered,W(D),623,1.05,,,,,
OR,5,,Total Party Votes,D,"59,489",,,,,,
OR,5,,"Boquist, Brian J.",R,"35,450",64.95,,,"118,631",43.08,
OR,5,,"Hill, Aaron J.",R,"18,754",34.36,,,,,
OR,5,,Scattered,W(R),374,0.68,,,,,
OR,5,,Total Party Votes,R,"54,578",,,,,,
OR,5,,Scattered,W,,,,,402,0.14,
OR,5,,Total District Votes,,"114,067",,,,"275,348",,
OR,,,Total State Votes,,"602,097",,,,"1,440,002",,
PA,1,(I),"Brady, Robert A.",D,"28,333",77.37,,,"149,621",88.25,
PA,1,,"Carn, Andrew J.",D,"6,346",17.33,,,,,
PA,1,,"Hannah, Timothy",D,"1,943",5.3,,,,,
PA,1,,Total Party Votes,D,"36,622",,,,,,
PA,1,,"Kush, Steven N.",R,"4,585",100,,,"19,920",11.75,
PA,1,,Total Party Votes,R,"4,585",,,,,,
PA,1,,Total District Votes,,"41,207",,,,"169,541",,
PA,2,(I),"Fattah, Chaka",D,"46,582",100,,,"180,021",98,
PA,2,,Total Party Votes,D,"46,582",,,,,,
PA,2,,"Krawchuk, Kenneth V.",LBT,,,,,"3,673",2,
PA,2,,Total District Votes,,"46,582",,,,"183,694",,
PA,3,(I),"Borski, Robert A.",D,"25,439",100,,,"130,528",68.74,
PA,3,,Total Party Votes,D,"25,439",,,,,,
PA,3,,"Dougherty, Charles F.",R,"9,945",100,,,"59,343",31.25,
PA,3,,Total Party Votes,R,"9,945",,,,,,
PA,3,,Total District Votes,,"35,384",,,,"189,871",,
PA,4,,"Hart, Melissa",R,"24,142",98.81,,,"145,390",58.99,
PA,4,,Scattered,W(R),290,1.19,,,,,
PA,4,,Total Party Votes,R,"24,432",,,,,,
PA,4,,"Van Horne, Terry E.",D,"14,862",23.52,,,"100,995",40.98,
PA,4,,"Mangino, Matthew T.",D,"9,580",15.16,,,,,
PA,4,,"Hodge, Jerry",D,"9,022",14.28,,,,,
PA,4,,"Rooker, Jim",D,"8,226",13.02,,,,,
PA,4,,"Machek, Jack",D,"6,680",10.57,,,,,
PA,4,,"Bellissimo, Joe",D,"6,318",10,,,,,
PA,4,,"Hart, Royal",D,"5,519",8.73,,,,,
PA,4,,"Schmitt, Jim",D,"2,921",4.62,,,,,
c,4,,Scattered,W(D),57,0.09,,,,,
PA,4,,Total Party Votes,D,"63,185",,,,,,
PA,4,,Scattered,W,,,,,82,0.03,
PA,4,,Total District Votes,,"87,617",,,,"246,467",,
PA,5,(I),"Peterson, John E.",R,"34,482",99.9,,,"147,570",85.54,
PA,5,,Scattered,W(R),33,0.1,,,,,
PA,5,,Total Party Votes,R,"34,515",,,,,,
PA,5,,Scattered,W(D),453,100,,,,,
PA,5,,Total Party Votes,D,453,,,,,,
PA,5,,"Belitskus, William M.",GRN,,,,,"13,857",8.03,
PA,5,,"Martin, Thomas A.",LBT,,,,,"11,020",6.39,
PA,5,,Scattered,W,,,,,70,0.04,
PA,5,,Total District Votes,,"34,968",,,,"172,517",,
PA,6,(I),"Holden, Tim",D,"21,610",100,,,"140,084",66.29,
PA,6,,Total Party Votes,D,"21,610",,,,,,
PA,6,,"Kopel, Thomas G.",R,"19,861",100,,,"71,227",33.71,
PA,6,,Total Party Votes,R,"19,861",,,,,,
PA,6,,Scattered,W,,,,,2,0,
PA,6,,Total District Votes,,"41,471",,,,"211,313",,
PA,7,(I),"Weldon, Curt",R,"44,672",100,,,"172,569",64.81,
PA,7,,Total Party Votes,R,"44,672",,,,,,
PA,7,,"Lennon, Peter A.",D,"10,785",100,,,"93,687",35.19,
PA,7,,Total Party Votes,D,"10,785",,,,,,
PA,7,,Total District Votes,,"55,457",,,,"266,256",,
PA,8,(I),"Greenwood, Jim",R,"25,170",67.2,,,"154,090",59.1,
PA,8,,"Lingenfelter, Tom",R,"12,278",32.78,,,,,
PA,8,,Scattered,W(R),10,0.03,,,,,
PA,8,,Total Party Votes,R,"37,458",,,,,,
PA,8,,"Strouse, Ronald L.",D,"13,591",99.8,,,"100,617",38.59,
PA,8,,Scattered,W(D),27,0.2,,,,,
PA,8,,Total Party Votes,D,"13,618",,,,,,
PA,8,,"Holmen, Philip C.",REF,,,,,"5,394",2.07,
PA,8,,Scattered,W,,,,,609,0.23,
PA,8,,Total District Votes,,"51,076",,,,"260,710",,
PA,9,(I),"Shuster, Bud",D/R,"37,252",99.59,,,"184,401",99.42,
PA,9,,Scattered,W(R),153,0.41,,,,,
PA,9,,Total Party Votes,R,"37,405",,,,,,
PA,9,,"Shuster, Bud",W(D),"1,180",74.73,,,,,
PA,9,,Scattered,W(D),399,25.27,,,,,
PA,9,,Total Party Votes,D,"1,579",,,,,,
PA,9,,Scattered,W,,,,,"1,065",0.57,
PA,9,,Total District Votes,,"38,984",,,,"185,466",,
PA,10,(I),"Sherwood, Don",R,"33,933",99.78,,,"124,830",52.57,
PA,10,,Scattered,W(R),75,0.22,,,,,
PA,10,,Total Party Votes,R,"34,008",,,,,,
PA,10,,"Casey, Pat",D,"24,210",82.16,,,"112,580",47.42,
PA,10,,"McHale, Francis",D,"5,196",17.63,,,,,
PA,10,,Scattered,W(D),61,0.21,,,,,
PA,10,,Total Party Votes,D,"29,467",,,,,,
PA,10,,Scattered,W,,,,,25,0.01,
PA,10,,Total District Votes,,"63,475",,,,"237,435",,
PA,11,(I),"Kanjorski, Paul E.",D,"27,985",99.93,,,"131,948",66.42,
PA,11,,Scattered,W(D),20,0.07,,,,,
PA,11,,Total Party Votes,D,"28,005",,,,,,
PA,11,,"Urban, Stephen A.",R,"15,520",99.83,,,"66,699",33.57,
PA,11,,Scattered,W(R),27,0.17,,,,,
PA,11,,Total Party Votes,R,"15,547",,,,,,
PA,11,,Scattered,W,,,,,18,0.01,
PA,11,,Total District Votes,,"43,552",,,,"198,665",,
PA,12,(I),"Murtha, John P.",D,"40,484",99.88,,,"145,538",70.84,
PA,12,,Scattered,W(D),50,0.12,,,,,
PA,12,,Total Party Votes,D,"40,534",,,,,,
PA,12,,"Choby, Bill",R,"23,630",99.71,,,"56,575",27.54,
PA,12,,Scattered,W(R),69,0.29,,,,,
PA,12,,Total Party Votes,R,"23,699",,,,,,
PA,12,,"O’Neil, James N.",REF,,,,,"3,324",1.62,
PA,12,,Scattered,W,,,,,11,0,
PA,12,,Total District Votes,,"64,233",,,,"205,448",,
PA,13,(I),"Hoeffel, Joseph M.",D,"20,749",100,,,"146,026",52.76,
PA,13,,Total Party Votes,D,"20,749",,,,,,
PA,13,,"Greenleaf, Stewart J.",R,"24,623",57.2,,,"126,501",45.91,
PA,13,,"Coffey, John",R,"18,427",42.8,,,,,
PA,13,,Total Party Votes,R,"43,050",,,,,,
PA,13,,"Cavanaugh, Ken",LBT,,,,,"4,224",1.53,
PA,13,,Total District Votes,,"63,799",,,,"276,751",,
PA,14,(I),"Coyne, William J.",D,"44,187",99.94,,,"147,533",99.85,
PA,14,,Scattered,W(D),24,0.05,,,,,
PA,14,,Total Party Votes,D,"44,211",,,,,,
PA,14,,Scattered,W(R),61,100,,,,,
PA,14,,Total Party Votes,R,61,,,,,,
PA,14,,Scattered,W,,,,,216,0.15,
PA,14,,Total District Votes,,"44,272",,,,"147,749",,
PA,15,(I),"Toomey, Pat",R,"21,487",99.97,,,"118,307",53.25,
PA,15,,Scattered,W(R),6,0.03,,,,,
PA,15,,Total Party Votes,R,"21,493",,,,,,
PA,15,,"O'Brien, Ed",D,"18,093",99.94,,,"103,864",46.75,
PA,15,,Scattered,W(D),10,0.06,,,,,
PA,15,,Total Party Votes,D,"18,103",,,,,,
PA,15,,Scattered,W,,,,,13,0,
PA,15,,Total District Votes,,"39,596",,,,"222,184",,
PA,16,(I),"Pitts, Joseph R.",R,"34,781",99.97,,,"162,403",66.94,
PA,16,,Scattered,W(R),10,0.03,,,,,
PA,16,,Total Party Votes,R,"34,791",,,,,,
PA,16,,"Yorczyk, Bob",D,"9,517",99.96,,,"80,177",33.05,
PA,16,,Scattered,W(D),4,0.04,,,,,
PA,16,,Total Party Votes,D,"9,521",,,,,,
PA,16,,Scattered,W,,,,,9,0,
PA,16,,Total District Votes,,"44,312",,,,"242,589",,
PA,17,(I),"Gekas, George W.",R,"45,221",99.86,,,"166,236",71.51,
PA,17,,Scattered,W(R),65,0.14,,,,,
PA,17,,Total Party Votes,R,"45,286",,,,,,
PA,17,,"Herrmann, Leslye Hess",D,"14,356",99.85,,,"66,190",28.47,
PA,17,,Scattered,W(D),21,0.15,,,,,
PA,17,,Total Party Votes,D,"14,377",,,,,,
PA,17,,Scattered,W,,,,,34,0.01,
PA,17,,Total District Votes,,"59,663",,,,"232,460",,
PA,18,(I),"Doyle, Mike",D,"47,827",99.89,,,"156,131",69.4,
PA,18,,Scattered,W(D),52,0.11,,,,,
PA,18,,Total Party Votes,D,"47,879",,,,,,
PA,18,,"Stephens, Craig C.",R,"15,311",99.81,,,"68,798",30.58,
PA,18,,Scattered,W(R),29,0.19,,,,,
PA,18,,Total Party Votes,R,"15,340",,,,,,
PA,18,,Scattered,W,,,,,27,0.01,
PA,18,,Total District Votes,,"63,219",,,,"224,956",,
PA,19,,"Platts, Todd",R,"21,448",33.32,,,"168,722",72.53,
PA,19,,"Masland, Al",R,"18,674",29.01,,,,,
PA,19,,"Stewart, Dick",R,"11,973",18.6,,,,,
PA,19,,"Gerow, Charlie",R,"8,314",12.92,,,,,
PA,19,,"Reilly, Christopher B.",R,"3,948",6.13,,,,,
PA,19,,Scattered,W(R),15,0.02,,,,,
PA,19,,Total Party Votes,R,"64,372",,,,,,
PA,19,,"Sanders, Jeff",D,"11,670",52.92,,,"61,538",26.45,
PA,19,,"Moran, John J. II",D,"10,057",45.6,,,,,
PA,19,,Scattered,W(D),325,1.47,,,,,
PA,19,,Total Party Votes,D,"22,052",,,,,,
PA,19,,"Paoletta, Michael L.",CON,,,,,"2,234",0.96,
PA,19,,Scattered,W,,,,,128,0.06,
PA,19,,Total District Votes,,"86,424",,,,"232,622",,
PA,20,(I),"Mascara, Frank",D,"47,462",99.94,,,"145,131",64.37,
PA,20,,Scattered,W(D),27,0.06,,,,,
PA,20,,Total Party Votes,D,"47,489",,,,,,
PA,20,,"Davis, Ronald J.",R,"16,038",99.75,,,"80,312",35.62,
PA,20,,Scattered,W(R),39,0.24,,,,,
PA,20,,Total Party Votes,R,"16,077",,,,,,
PA,20,,Scattered,W,,,,,20,0.01,
PA,20,,Total District Votes,,"63,566",,,,"225,463",,
PA,21,(I),"English, Phil",R,"31,058",100,,,"135,164",60.83,
PA,21,,Scattered,W(R),1,0,,,,,
PA,21,,Total Party Votes,R,"31,059",,,,,,
PA,21,,"Flitter, Marc A.",D,"24,465",99.99,,,"87,018",39.16,
PA,21,,Scattered,W(D),3,0.01,,,,,
PA,21,,Total Party Votes,D,"24,468",,,,,,
PA,21,,Scattered,W,,,,,8,0,
PA,21,,Total District Votes,,"55,527",,,,"222,190",,
PA,,,Total State Votes,,"1,124,384",,,,"4,554,347",,
PR,0,,"Vila, Anibal S. Acevedo",PPD,"284,905",56.88,,,"983,488",49.55,
PR,0,,"Mayoral, Jose A. Hernandez",PPD,"215,807",43.09,,,,,
PR,0,,Write-In,PPD,160,0.03,,,,,
PR,0,,Total Party Votes,PPD,"500,872",,,,,,
PR,0,(I),"Barcelo, Carlos Romero",NPP,Unopposed,,,,"905,690",45.63,
PR,0,,"Orellana, Manuel Rodriguez",PRI,,,,,"95,067",4.79,
PR,0,,"Mora, Edwin Irizarry",PRI,Unopposed,,,,,,
PR,0,,Scattered,W,,,,,571,0.03,
PR,0,,Total District Votes,,"500,872",,,,"1,984,816",,
PR,,,Total State Votes,,"500,872",,,,"1,984,816",,
RI,1,(I),"Kennedy, Patrick J.",D,"32,865",100,,,"123,442",66.67,
RI,1,,Total Party Votes,D,"32,865",,,,,,
RI,1,,"Cabral, Stephen",R,645,100,,,"61,522",33.22,
RI,1,,Total Party Votes,R,645,,,,,,
RI,1,,Scattered,W,,,,,199,0.11,
RI,1,,Total District Votes,,"33,510",,,,"185,163",,
RI,2,,"Langevin, James R.",D,"22,955",47.22,,,"123,805",62.22,
RI,2,,"Coyne-McCoy, Kathleen",D,"14,219",29.25,,,,,
RI,2,,"Taveras, Angel",D,"5,803",11.94,,,,,
RI,2,,"McAllister, Kevin J.",D,"5,633",11.59,,,,,
RI,2,,Total Party Votes,D,"48,610",,,,,,
RI,2,,"Driver, Rodney D.",I(CFC),,,,,"42,625",21.42,
RI,2,,"Tingle, Robert G.",R,775,100,,,"27,932",14.04,
RI,2,,Total Party Votes,R,775,,,,,,
RI,2,,"Hayes, Dorman J. Jr.",I(GRN),,,,,"4,536",2.28,
RI,2,,Scattered,W,,,,,66,0.03,
RI,2,,Total District Votes,,"49,385",,,,"198,964",,
RI,,,Total State Votes,,"82,895",,,,"384,127",,
SC,1,,"Brown, Henry",R,"22,072",43.61,"21,631",54.59,"139,597",60.32,
SC,1,,"Limehouse, Buck",R,"17,171",33.93,"17,990",45.4,,,
SC,1,,"Jenerette, Van",R,"4,269",8.44,,,,,
SC,1,,"Tillman, Wheeler",R,"2,627",5.19,,,,,
SC,1,,"Seekings, Mike",R,"2,470",4.88,,,,,
SC,1,,"Thompson, Charlie",R,"1,998",3.95,,,,,
SC,1,,Total Party Votes,R,"50,607",,"39,621",,,,
SC,1,,"Brack, Andy",D,Unopposed,,,,"82,622",35.7,
SC,1,,"Woolsey, Bill",LBT,,,,,"6,010",2.6,
SC,1,,"Batchelder, Bob",Combined,,,,,,1.37,"3,177"
SC,1,,"Batchelder, Bob",REF,,,,,"2,067",,
SC,1,,"Batchelder, Bob",NL,,,,,"1,110",,
SC,1,,Scattered,W,,,,,40,0.02,
SC,1,,Total District Votes,,"50,607",,"39,621",,"231,446",,
SC,2,(I),"Spence, Floyd",R,Unopposed,,,,"153,870",57,
SC,2,,"Frederick, Jane",D,Unopposed,,,,"110,161",40.81,
SC,2,,"Moultrie, Timothy",LBT,,,,,"3,584",1.33,
SC,2,,"Taylor, George C.",NL,,,,,"2,259",0.84,
SC,2,,Scattered,W,,,,,71,0.03,
SC,2,,Total District Votes,,,,,,"269,945",,
SC,3,(I),"Graham, Lindsey",R,Unopposed,,,,"150,176",67.76,
SC,3,,"Brightharp, George",Combined,,,,,,30.31,"67,174"
SC,3,,"Brightharp, George",D,Unopposed,,,,"64,920",29.29,
SC,3,,"Brightharp, George",UC,,,,,"2,254",1.02,
SC,3,,"Banks, Adrian",LBT,,,,,"3,116",1.41,
SC,3,,"Klein, LeRoy J.",NL,,,,,"1,122",0.51,
SC,3,,Scattered,W,,,,,33,0.01,
SC,3,,Total District Votes,,,,,,"221,621",,
SC,4,(I),"DeMint, Jim",R,"41,851",77.32,,,"150,436",79.57,
SC,4,,"Raddish, Franklin D.",R,"12,279",22.68,,,,,
SC,4,,Total Party Votes,R,"54,130",,,,,,
SC,4,,"Adams, Ted",CON,,,,,"16,532",8.74,
SC,4,,"Bishop, April",LBT,,,,,"12,757",6.75,
SC,4,,"Ashy, Peter J.",Combined,,,,,,3.28,"6,210"
SC,4,,"Ashy, Peter J.",UC,,,,,"4,077",,
SC,4,,"Ashy, Peter J.",REF,,,,,"2,133",,
SC,4,,"Walters, C. Faye",NL,,,,,"2,640",1.4,
SC,4,,Scattered,W,,,,,476,0.25,
SC,4,,Total District Votes,,"54,130",,,,"189,051",,
SC,5,(I),"Spratt, John",D,Unopposed,,,,"126,877",58.78,
SC,5,,"Gullick, Carl",R,Unopposed,,,,"85,247",39.5,
SC,5,,"Campbell, Tom",LBT,,,,,"3,665",1.7,
SC,5,,Scattered,W,,,,,49,0.02,
SC,5,,Total District Votes,,,,,,"215,838",,
SC,6,(I),"Clyburn, James E. ""Jim""",D,Unopposed,,,,"138,053",71.76,
SC,6,,"Ellison, Vince",R,Unopposed,,,,"50,005",25.99,
SC,6,,"Nevins, Dianne L.",NL,,,,,"2,339",1.22,
SC,6,,"Hines, Lynwood Earl",LBT,,,,,"1,934",1,
SC,6,,Scattered,W,,,,,49,0.02,
SC,6,,Total District Votes,,,,,,"192,380",,
SC,,,Total State Votes,,"104,737",,"39,621",,"1,320,281",,
SD,1,(I),"Thune, John",R,Unopposed,,,,"231,083",73.42,
SD,1,,"Hohn, Curt",D,"12,827",56.07,,,"78,321",24.88,
SD,1,,"Sandven, Steve",D,"8,333",36.43,,,,,
SD,1,,"Osloond, Raymond Earl Sr.",D,"1,715",7.5,,,,,
SD,1,,Total Party Votes,D,"22,875",,,,,,
SD,1,,"Lerohl, Brian",LBT,,,,,"5,357",1.7,
SD,1,,Total District Votes,,"22,875",,,,"314,761",,
SD,,,Total State Votes,,"22,875",,,,"314,761",,
TN,1,(I),"Jenkins, William L. ""Bill""",R,"24,440",99.74,,,"157,828",99.99,
TN,1,,Scattered,W(R),64,0.26,,,,,
TN,1,,Total Party Votes,R,"24,504",,,,,,
TN,1,,Scattered,W,,,,,20,0.01,
TN,1,,Total District Votes,,"24,504",,,,"157,848",,
TN,2,(I),"Duncan, John J. Jr.",R,"27,450",99.98,,,"187,154",89.34,
TN,2,,Scattered,W(R),5,0.02,,,,,
TN,2,,Total Party Votes,R,"27,455",,,,,,
TN,2,,"Rowland, Kevin J.",I(LBT),,,,,"22,304",10.65,
TN,2,,Scattered,W,,,,,27,0.01,
TN,2,,Total District Votes,,"27,455",,,,"209,485",,
TN,3,(I),"Wamp, Zach",R,"25,129",99.27,,,"139,840",63.87,
TN,3,,Scattered,W(R),185,0.74,,,,,
TN,3,,Total Party Votes,R,"25,314",,,,,,
TN,3,,"Callaway, William L.",D,"17,148",98,,,"75,785",34.61,
TN,3,,Scattered,W(D),350,2,,,,,
TN,3,,Total Party Votes,D,"17,498",,,,,,
TN,3,,"Austin, Trudy",I(LBT),,,,,"3,235",1.48,
TN,3,,Scattered,W,,,,,80,0.04,
TN,3,,Total District Votes,,"42,812",,,,"218,940",,
TN,4,(I),"Hilleary, Van",R,"21,192",99.78,,,"133,622",65.76,
TN,4,,Scattered,W(R),46,0.22,,,,,
TN,4,,Total Party Votes,R,"21,238",,,,,,
TN,4,,"Dunaway, David H.",D,"14,563",63.89,,,"67,165",33.05,
TN,4,,"Jennings, Jack",D,"8,203",35.98,,,,,
TN,4,,Scattered,W(D),29,0.13,,,,,
TN,4,,Total Party Votes,D,"22,795",,,,,,
TN,4,,"Lyons, J. Patrick",I,,,,,"2,418",1.19,
TN,4,,Scattered,W,,,,,5,0,
TN,4,,Total District Votes,,"44,033",,,,"203,210",,
TN,5,(I),"Clement, Bob",D,"20,414",99.96,,,"149,277",72.49,
TN,5,,Scattered,W(D),9,0.04,,,,,
TN,5,,Total Party Votes,D,"20,423",,,,,,
TN,5,,"Scott, Stan",R,"6,160",100,,,"50,386",24.47,
TN,5,,Scattered,W(R),0,,,,,,
TN,5,,Total Party Votes,R,"6,160",,,,,,
TN,5,,"Carew, David",I(LBT),,,,,"6,268",3.04,
TN,5,,Scattered,W,,,,,2,0,
TN,5,,Total District Votes,,"26,583",,,,"205,933",,
TN,6,(I),"Gordon, Bart",D,"31,546",99.72,,,"168,861",62.1,
TN,6,,Scattered,W(D),87,0.28,,,,,
TN,6,,Total Party Votes,D,"31,633",,,,,,
TN,6,,"Charles, David",R,"11,680",54.03,,,"97,169",35.74,
TN,6,,"Gibbs, Eleanor",R,"9,915",45.86,,,,,
TN,6,,Scattered,W(R),23,0.11,,,,,
TN,6,,Total Party Votes,R,"21,618",,,,,,
TN,6,,"Coffer, Jim",I(LBT),,,,,"4,685",1.72,
TN,6,,Scattered,W,,,,,"1,184",0.44,
TN,6,,Total District Votes,,"53,251",,,,"271,899",,
TN,7,(I),"Bryant, Ed",R,"29,755",99.95,,,"171,056",69.63,
TN,7,,Scattered,W(R),16,0.05,,,,,
TN,7,,Total Party Votes,R,"29,771",,,,,,
TN,7,,"Sims, Richard P.",D,"11,834",57.56,,,"71,587",29.14,
TN,7,,"Hatton, Bob",D,"8,703",42.33,,,,,
TN,7,,Scattered,W(D),22,0.11,,,,,
TN,7,,Total Party Votes,D,"20,559",,,,,,
TN,7,,"Solee, Denis",I(LBT),,,,,"2,941",1.2,
TN,7,,Scattered,W,,,,,65,0.03,
TN,7,,Total District Votes,,"50,330",,,,"245,649",,
TN,8,(I),"Tanner, John",D,"32,078",86.69,,,"143,127",72.26,
TN,8,,"Williams, Marvin",D,"4,914",13.28,,,,,
TN,8,,Scattered,W(D),11,0.03,,,,,
TN,8,,Total Party Votes,D,"37,003",,,,,,
TN,8,,"Yancy, Billy",R,"12,062",99.99,,,"54,929",27.73,
TN,8,,Scattered,W(R),1,0.01,,,,,
TN,8,,Total Party Votes,R,"12,063",,,,,,
TN,8,,Scattered,W,,,,,24,0.01,
TN,8,,Total District Votes,,"49,066",,,,"198,080",,
TN,9,(I),"Ford, Harold Jr.",D,"33,280",99.84,,,"143,298",99.97,
TN,9,,Scattered,W(D),52,0.16,,,,,
TN,9,,Total Party Votes,D,"33,332",,,,,,
TN,9,,Scattered,W,,,,,36,0.02,
TN,9,,Total District Votes,,"33,332",,,,"143,334",,
TN,,,Total State Votes,,"351,366",,,,"1,854,378",,
TX,1,(I),"Sandlin, Max",D,"56,207",84.56,,,"118,157",55.77,
TX,1,,"Blount, B. D.",D,"10,265",15.44,,,,,
TX,1,,Total Party Votes,D,"66,472",,,,,,
TX,1,,"Willingham, Noble",R,"14,619",57.24,,,"91,912",43.38,
TX,1,,"Lawrence, John",R,"10,919",42.76,,,,,
TX,1,,Total Party Votes,R,"25,538",,,,,,
TX,1,,"Carr, Ray",LBT,*,,,,"1,779",0.84,
TX,1,,Total District Votes,,"92,010",,,,"211,848",,
TX,2,(I),"Turner, Jim",D,"65,446",100,,,"162,891",91.09,
TX,2,,Total Party Votes,D,"65,446",,,,,,
TX,2,,"Dye, Gary Lyndon",LBT,*,,,,"15,939",8.91,
TX,2,,Total District Votes,,"65,446",,,,"178,830",,
TX,3,(I),"Johnson, Sam",R,"40,802",93.49,,,"187,486",71.59,
TX,3,,"Gonnell, J. A.",R,"2,843",6.51,,,,,
TX,3,,Total Party Votes,R,"43,645",,,,,,
TX,3,,"Zachary, Billy Wayne",D,"6,031",100,,,"67,233",25.67,
TX,3,,Total Party Votes,D,"6,031",,,,,,
TX,3,,"Flores, Lance",LBT,*,,,,"7,178",2.74,
TX,3,,Total District Votes,,"49,676",,,,"261,897",,
TX,4,(I),"Hall, Ralph M.",D,"16,403",100,,,"145,887",60.31,
TX,4,,Total Party Votes,D,"16,403",,,,,,
TX,4,,"Newton, Jon",R,"21,791",54.54,,,"91,574",37.86,
TX,4,,"Peterman, Mark D.",R,"18,164",45.46,,,,,
